,Country Code,Country Name,City,CDP_id,CDP_Date_measure,CDP_Latitude,CDP_Longitude,CDP_Altitude,CDP_GDP,CDP_Land_Area,CDP_Population,CDP_Temperature,CDP_EmissionsScope1,CDP_EmissionsScope2,CDP_EmissionsScope3,CDP_TotalEmissions,CDP_Total+Emissions,CDP_Gas_CH4,CDP_Gas_CO2,CDP_Gas_N20,CDP_Gas_HFCs,CDP_Gas_NF3,CDP_Gas_PFCs,CDP_Gas_SF6,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,GINI_GINI,POP_Population,GDP_GDP,GDP_Property Rights,GDP_Government Integrity,GDP_Judicial Effectiveness,GDP_Tax Burden,GDP_Government Spending,GDP_Fiscal Health,GDP_Business Freedom,GDP_Labor Freedom,GDP_Monetary Freedom,GDP_Trade Freedom,GDP_Investment Freedom,GDP_Financial Freedom,HDI_HDI,CDP_inconsistent,CDP_pct_change2,Emission_Population,Classif,CategClassif
78,COL,Colombia,Gameza,848131,2019.0,,,,,117.0,4468.0,,15933.83,280.13,61955.4,7805.92,78169.35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0,1.747072515666965,1,5
79,COL,Colombia,Ibague,60374,2014.0,4.44851,-75.24,1170.0,4.0,1439.0,564077.0,31.0,,108197.0,,2330487.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.67,-9.058,-9.131,102.34299999999999,10.673,11.642999999999999,1.874,2.092,0.257,3146.55,0.19899999999999998,,,,5.324,15.395999999999999,0.993,22.468000000000004,47.489,,0.109,0.315,0.02,0.45899999999999996,0.971,,0.107,0.39,0.316,0.24600000000000002,0.361,686.493,1664.086,569.554,58.077,168.34,0.092,0.299,0.256,0.358,0.4370000000000001,,,,,,,,,,49.7,80.446,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,0.763,0.0,0.0,4.131505095935484,1,5
80,COL,Colombia,Medellin,35873,2015.0,6.22729,-75.5735,,,,2464.322,,2193277.0,590864.0,630063.0,3414204.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.228,0.609,0.5579999999999999,102.839,10.610999999999999,11.505,1.857,2.0709999999999997,0.253,3238.778,0.2,,,,5.324,13.958,0.993,24.000999999999998,47.952,,0.107,0.281,0.02,0.483,0.966,,0.095,0.391,0.32,0.231,0.35200000000000004,700.451,1712.037,593.555,59.07,173.66400000000004,0.092,0.301,0.258,0.355,0.434,,,,,,,,,,50.4,80.778,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,0.764,0.0,0.0,1385.4536866529618,0,1
81,COL,Colombia,Mongua,848259,2019.0,,,,,371.0,4495.0,,23660.2,302.9,868.41,8887.82,24831.51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0,1.9772680756395995,1,5
82,COL,Colombia,Mongui,848404,2019.0,,,,,81.0,4243.0,,4313.75,38547.4,5211.04,306.75,33029.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0,0.0722955456045251,1,5
83,COL,Colombia,Monteria,54608,2012.0,8.74798,-75.8814,,,,399523.5,,414390.977,37929.892,19835.3155,903.738,472156.1845,1.0,1.0,1.0,0.5,0.5,0.5,0.5,92.228,0.609,0.5579999999999999,102.839,10.610999999999999,11.505,1.857,2.0709999999999997,0.253,3238.778,0.2,,,,5.324,13.958,0.993,24.000999999999998,47.952,,0.107,0.281,0.02,0.483,0.966,,0.095,0.391,0.32,0.231,0.35200000000000004,700.451,1712.037,593.555,59.07,173.66400000000004,0.092,0.301,0.258,0.355,0.434,,,,,,,,,,50.85,80.941,68.1,59.95,33.45,35.34999999999999,77.3,74.7,80.7,75.0,76.85,74.75,78.8,80.0,70.0,0.764,0.5,0.0,0.0022620396547387077,1,1
84,COL,Colombia,Pasto,54603,2018.0,,,,,,455678.0,,94515.9,290.0,14500.0,69600.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,81.104,67.3,59.2,33.5,34.3,74.3,75.0,79.2,71.4,78.5,75.6,76.0,80.0,70.0,,0.0,0.0,0.1527394344251862,1,5
85,COL,Colombia,SantiagoCali,36037,2010.0,3.4516400000000003,-76.532,995.0,4540.0,566.0,2369829.0,24.7,,,,4174608.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,96.2355,4.0275,2.7989999999999995,106.17299999999999,9.9375,10.386,1.983,2.1875,0.2715,3100.715,0.1985,0.165,0.18,0.196,5.324,17.426000000000002,0.9985,22.18,50.3065,,0.11,0.35950000000000004,0.0205,0.4565,1.037,,0.121,0.417,0.3155,0.258,0.3625,678.7950000000002,1640.3415,558.3199999999998,57.581,165.678,0.092,0.298,0.255,0.3595,0.4385000000000001,232.0,4.816,79.05,1.641,21.32,0.44299999999999995,514.5459999999998,10680.775,0.8440000000000001,50.15000000000001,80.277,70.25,56.9,38.3,25.2,80.1,74.30000000000003,89.8,77.65,77.75,78.3,81.3,80.0,70.0,0.7615000000000001,0.0,0.0,1.7615650749484457,1,5
86,COL,Colombia,Topaga,834313,2018.0,,,,,37.0,3956.0,,18078050.0,394580.0,50646190.0,10385660.0,69118810.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0,2625.293225480283,0,1
87,COL,Colombia,Tulua,69967,2010.0,4.0861800000000015,-76.1979,980.0,,910.0,209086.0,27.0,,,,208681.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.67,-9.058,-9.131,102.34299999999999,10.673,11.642999999999999,1.874,2.092,0.257,3146.55,0.19899999999999998,,,,5.324,15.395999999999999,0.993,22.468000000000004,47.489,,0.109,0.315,0.02,0.45899999999999996,0.971,,0.107,0.39,0.316,0.24600000000000002,0.361,686.493,1664.086,569.554,58.077,168.34,0.092,0.299,0.256,0.358,0.4370000000000001,,,,,,,,,,49.7,80.446,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,0.763,0.0,0.0,0.9980629980008227,1,5
88,COM,Comoros,Moroni,59158,2016.0,-11.7172,43.2473,19.0,86740506.0,30.0,50377.33333333334,23.0,33277.0,8893.333333333334,3321.5,49285.0,53260.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.242,10.7215,0.022500000000000003,,,,0.2945,,0.001,4.413500000000001,0.0,,,,,,,,0.242,,,,,,0.2945,,,0.002,,,,,4.413500000000001,,,,,0.001,,,,,,,,,,,,,,28.971,55.8,36.833333333333336,27.3,26.8,62.73333333333333,77.46666666666667,95.63333333333333,57.73333333333333,56.53333333333334,81.83333333333333,71.7,45.0,30.0,0.551,0.0,0.0,0.978316967948548,1,5
89,CRI,Costa Rica,San Jose,50378,,-84.0796,9.9326,,,,342188.0,,939862.57,49328.0,79127.0,1116787.51,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.249,0.16899999999999998,0.013999999999999999,12.997,4.747,57.55,1.65,2.6,0.023,238.294,0.015,,,,0.621,0.028999999999999998,,,7.599,,0.124,0.006,,,1.52,,0.0,0.062,,,0.040999999999999995,0.8270000000000001,217.736,,,19.73,0.0,0.038,,,0.049,,,,,,,,,,48.0,79.34,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,0.8079999999999999,0.0,0.0,3.2636664932727038,1,5
90,DEU,Germany,Berlin,31153,2009.666666666667,52.52,13.405,,,,,,,,,20922000.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,806.6056666666667,-0.7036666666666668,-6.025666666666668,895.1456666666667,88.53966666666666,10.981,9.901,10.988333333333335,2.295,88140.06666666668,5.981333333333335,0.215,0.23800000000000002,0.21466666666666667,12.678,347.565,2.513666666666667,160.09933333333333,275.023,8.726999999999999,0.15533333333333332,4.266666666666667,0.03066666666666666,1.9653333333333332,3.375666666666667,0.107,2.3433333333333333,2.3383333333333334,2.415666666666666,0.7043333333333334,0.8766666666666666,62718.96266666666,17994.496,5997.3713333333335,78.89633333333335,1114.5990000000004,8.966000000000001,3.4599999999999995,2.971333333333334,0.5226666666666667,3.268,818.8933333333333,10.052,57.42666666666667,0.705,36.45666666666667,0.44766666666666666,3755.5613333333336,46098.92266666666,0.9993333333333334,31.23333333333333,77.19,73.33333333333333,90.0,79.36666666666666,,61.26666666666667,38.53333333333333,,90.06666666666666,47.13333333333333,81.16666666666667,87.53333333333335,88.33333333333331,70.0,0.9366666666666666,0.0,0.018692978976596608,,1,5
91,DEU,Germany,Hamburg,35868,2012.0,53.5510846,9.9936818,6.0,102500000000.0,755.0,1775099.5,8.8,,,,10863091.0,,0.6,1.0,0.6,0.6,0.6,0.6,0.6,801.3964,-0.6504000000000001,-5.447800000000001,885.8274000000001,84.43079999999998,10.536599999999998,9.7918,10.824000000000002,2.2724,88935.51080000002,5.896800000000002,0.21225,0.23425,0.2135,12.821000000000002,336.5748,2.4304,164.43239999999997,276.5036,8.6344,0.1564,4.1134,0.0296,2.0088,3.3782000000000005,0.1054,2.2958000000000003,2.3264000000000005,2.4224,0.6609999999999999,0.8806,63049.80319999999,18270.7266,6161.940200000001,81.2508,1127.4332,8.8334,3.4348,2.9530000000000003,0.5254,3.175,816.3525,9.99875,56.95,0.6975,36.24500000000001,0.444,3770.493750000001,46178.72349999999,0.99275,31.4,77.211,73.64,88.58,78.96000000000002,79.5,61.44,39.66,89.9,89.35999999999999,46.96,82.54,87.52000000000002,87.0,70.0,0.9388,0.0,-0.20121116751341805,6.1197082191730665,0,5
92,DEU,Germany,Heidelberg,31165,2014.0,49.3988,8.67243,114.0,7681017500.0,109.0,147193.0,13.2,563517.0,453827.0,,905183.5,985990.0,0.5,1.0,0.5,0.25,0.25,0.25,0.25,780.8423333333334,-1.7063333333333333,-13.484666666666667,868.431,87.58833333333332,11.267999999999999,9.447666666666667,10.506666666666668,2.183666666666667,90511.57366666668,5.728999999999999,0.204,0.223,0.21,13.099666666666666,312.423,2.206,169.7696666666666,274.78766666666667,8.556333333333333,0.15833333333333333,3.780333333333333,0.026666666666666672,2.0540000000000003,3.325,0.10333333333333332,2.160333333333333,2.265,2.3670000000000004,0.5529999999999999,0.882,63696.88333333332,18820.601000000002,6493.340333333335,85.82933333333334,1153.3283333333334,8.571333333333332,3.3843333333333327,2.9153333333333333,0.529,2.995,808.73,9.839,55.52,0.675,35.61,0.433,3815.2909999999997,46418.126,0.973,31.9,77.29325,73.975,83.45,78.325,77.63333333333334,61.375,41.575,90.83333333333331,86.5,49.875,83.32499999999997,86.975,82.5,70.0,0.9433333333333334,0.0,0.029070603521379187,6.1496368713186085,1,3
93,DEU,Germany,Magdeburg,54443,2012.0,52.1205,11.6276,56.0,,201.8,238000.0,9.7,,,,1400000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,793.5825,-0.5705,-4.581,871.8499999999998,78.26749999999998,9.87,9.628,10.5775,2.2385,90128.677,5.77,0.204,0.223,0.21,13.0355,320.0895000000001,2.3055,170.93199999999996,278.72450000000003,8.4955,0.158,3.8835,0.028000000000000004,2.074,3.382,0.10300000000000001,2.2245,2.3085,2.4325,0.5960000000000001,0.8865000000000001,63546.064000000006,18685.0725,6408.7935000000025,84.7825,1146.6844999999996,8.6345,3.397,2.9255,0.5295000000000001,3.0355,808.73,9.839,55.52,0.675,35.61,0.433,3815.2909999999997,46418.126,0.973,31.9,77.2425,74.1,86.45,78.35,79.5,61.7,41.35,89.9,88.3,46.7,84.6,87.5,85.0,70.0,0.9420000000000001,0.0,0.0,5.882352941176471,0,3
94,DEU,Germany,Mannheim,43926,2012.0,49.4875,8.46603,104.0,17975.0,145.0,312722.0,10.9,,3806000.0,,3806000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,786.655,-1.7309999999999999,-13.856,870.933,84.27799999999998,10.714,9.517000000000001,10.537,2.204,90522.004,5.729,,,,13.408,310.736,2.267,172.391,279.343,8.509,0.162,3.759,0.027000000000000003,2.086,3.38,0.10300000000000001,2.156,2.294,2.423,0.561,0.9079999999999999,63701.432,18824.744,6494.989000000001,85.916,1153.389,8.571,3.385,2.917,0.53,2.9939999999999998,,,,,,,,,,,77.26100000000002,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0,0.943,0.0,0.0,12.170554038411113,0,3
95,DNK,Denmark,Aarhus,54408,2016.0,56.168393,10.137373,,,468.0,328000.0,,,,,1900.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.8555,-0.4954999999999994,-0.23,50.7,14.844000000000001,41.51900000000001,6.2675,8.861,0.10099999999999999,3973.06,0.2545,0.14300000000000002,0.19699999999999998,0.18600000000000005,1.1445,7.335,0.2565,6.8455,19.903,0.3700000000000001,0.2,1.2825000000000002,0.045,1.1965,3.4789999999999996,0.0645,0.051,0.16499999999999998,0.0975,0.0665,0.078,1825.724,1787.068,252.5115,17.939000000000004,76.195,0.248,0.325,0.1155,0.11199999999999999,0.2015,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.45,87.69950000000001,75.19999999999997,90.85,88.45,68.5,38.35,4.0,95.4,94.65,85.9,84.95,87.5,90.0,80.0,0.9355,0.5,0.0,0.005792682926829268,1,1
96,DNK,Denmark,Copenhagen,31009,2013.4,55.6761,12.5683,9.0,315730980000.0,86.0,596992.5,8.0,,,,1722035.0,,1.0,1.0,0.6,0.6,0.6,0.6,0.6,37.2298,-2.5052,-1.0204,52.0386,14.8084,40.05560000000001,6.549200000000001,9.1528,0.10539999999999998,3918.8718,0.2598,0.14975,0.207,0.18700000000000006,0.995,8.962599999999998,0.2506,7.0708,19.585,0.3654000000000001,0.175,1.5782,0.044000000000000004,1.2436,3.4438000000000004,0.06420000000000001,0.061,0.1648,0.1042,0.068,0.0684,1813.8724,1757.553,242.1742,17.554000000000002,74.62960000000002,0.254,0.3304,0.1162,0.1138,0.2098,47.6575,8.39875,7.225,1.273,4.97,0.8755000000000001,202.294,35648.1835,0.7985,28.4,87.5254,75.78,91.34,91.12,68.5,39.08,3.24,95.4,96.64,89.24,83.5,87.52000000000002,89.0,84.0,0.9344,0.0,-0.07114325774871202,2.884516974668861,1,5
97,DNK,Denmark,Egedal,62855,2014.666666666667,55.795,12.2387,29.0,17000000000.0,126.0,42354.333333333336,8.0,156227.0,59035.0,0.0,193789.63333333333,108549.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,34.6865,-3.1659999999999995,-1.169,50.928000000000004,16.2405,46.82300000000001,6.041,8.869,0.096,4007.7465,0.251,,,,1.177,6.309,0.23600000000000002,6.577499999999999,20.001,0.386,0.205,1.0990000000000002,0.040999999999999995,1.1455,3.4835000000000003,0.067,0.0435,0.16349999999999998,0.09,0.0565,0.079,1832.033,1807.069,259.089,18.1755,77.372,0.244,0.3215,0.1145,0.1105,0.19699999999999998,,,,,,,,,,28.45,87.875,76.13333333333333,85.89999999999998,84.93333333333334,76.63333333333333,40.2,10.233333333333334,96.26666666666668,92.36666666666667,85.0,85.33333333333333,86.63333333333333,90.0,80.0,0.9375,0.0,0.060738068746086414,4.575438168467611,1,2
98,DNK,Denmark,Elsinore,58671,2015.0,56.0308,12.5921,8.0,1985000000.0,119.0,61632.0,8.5,,,,294549.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.722,-6.127999999999999,-2.267,50.43899999999999,15.716,45.26300000000001,6.058,8.799,0.09699999999999999,3990.421,0.253,,,,1.194,6.256,0.24,6.678999999999999,19.98,0.373,0.20800000000000002,1.092,0.042,1.165,3.486,0.065,0.043,0.16399999999999998,0.094,0.059000000000000004,0.081,1828.852,1797.058,255.851,18.059,76.792,0.24600000000000002,0.32299999999999995,0.115,0.111,0.19899999999999998,,,,,,,,,,28.7,87.757,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0,0.9359999999999999,0.0,0.0,4.779156931464175,1,5
99,DNK,Denmark,Gladsaxe,59165,2015.333333333333,55.7335,12.4887,31.0,17967617000.0,24.9,67592.66666666669,9.4,169076.33333333337,127080.33333333331,,342042.33333333326,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,35.454,-0.3983333333333329,-0.17699999999999996,50.93899999999999,15.484333333333336,43.80700000000001,6.186333333333334,8.887,0.09900000000000002,3990.3973333333333,0.25266666666666665,0.14300000000000002,0.19699999999999998,0.18600000000000005,1.1496666666666666,7.010666666666666,0.2483333333333333,6.722333333333332,19.942666666666664,0.3796666666666668,0.2006666666666667,1.223666666666667,0.043333333333333335,1.1729999999999998,3.4796666666666667,0.066,0.04866666666666666,0.16433333333333333,0.09366666666666668,0.062333333333333324,0.07766666666666666,1828.8873333333331,1797.072,255.78333333333333,18.056666666666672,76.78066666666666,0.24600000000000002,0.3233333333333333,0.115,0.11133333333333334,0.19933333333333336,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.366666666666664,87.75766666666668,75.66666666666666,88.83333333333331,87.0,76.05,39.36666666666667,6.2,96.05,93.93333333333334,84.86666666666667,85.43333333333334,87.3,90.0,80.0,0.9366666666666666,0.0,-0.026856970309049655,5.060346783181605,0,3
100,DNK,Denmark,Helsingr,58671,2017.0,56.0308,12.5921,,,,62686.0,,,,,216124.0,264729.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.650999999999996,-0.204,-0.071,51.417,16.765,48.383,6.024,8.939,0.095,4025.072,0.249,,,,1.16,6.362,0.23199999999999998,6.476,20.022000000000002,0.39899999999999997,0.20199999999999999,1.1059999999999999,0.04,1.126,3.4810000000000003,0.069,0.044000000000000004,0.163,0.086,0.054000000000000006,0.077,1835.214,1817.08,262.327,18.292,77.952,0.242,0.32,0.114,0.11,0.195,,,,,,,,,,28.2,87.874,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0,0.9390000000000001,0.0,0.0,3.447723574641866,1,5
101,DNK,Denmark,Hjrring,58610,2014.0,57.4568,9.9958,22.0,19088026316.0,7.5,65308.0,7.5,289000.0,128000.0,,417000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.8555,-0.4954999999999994,-0.23,50.7,14.844000000000001,41.51900000000001,6.2675,8.861,0.10099999999999999,3973.06,0.2545,0.14300000000000002,0.19699999999999998,0.18600000000000005,1.1445,7.335,0.2565,6.8455,19.903,0.3700000000000001,0.2,1.2825000000000002,0.045,1.1965,3.4789999999999996,0.0645,0.051,0.16499999999999998,0.0975,0.0665,0.078,1825.724,1787.068,252.5115,17.939000000000004,76.195,0.248,0.325,0.1155,0.11199999999999999,0.2015,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.45,87.69950000000001,75.19999999999997,90.85,88.45,68.5,38.35,4.0,95.4,94.65,85.9,84.95,87.5,90.0,80.0,0.9355,0.0,0.0,6.385128927543333,0,3
102,DNK,Denmark,HoejeTaastrup,58489,2015.666666666667,55.65630000000001,12.2898,27.0,14519187240.0,78.0,50069.33333333334,8.1,159034.0,115856.0,0.0,274890.0,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,35.454,-0.3983333333333329,-0.17699999999999996,50.93899999999999,15.484333333333336,43.80700000000001,6.186333333333334,8.887,0.09900000000000002,3990.3973333333333,0.25266666666666665,0.14300000000000002,0.19699999999999998,0.18600000000000005,1.1496666666666666,7.010666666666666,0.2483333333333333,6.722333333333332,19.942666666666664,0.3796666666666668,0.2006666666666667,1.223666666666667,0.043333333333333335,1.1729999999999998,3.4796666666666667,0.066,0.04866666666666666,0.16433333333333333,0.09366666666666668,0.062333333333333324,0.07766666666666666,1828.8873333333331,1797.072,255.78333333333333,18.056666666666672,76.78066666666666,0.24600000000000002,0.3233333333333333,0.115,0.11133333333333334,0.19933333333333336,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.366666666666664,87.75766666666668,75.66666666666666,88.83333333333331,87.0,76.05,39.36666666666667,6.2,96.05,93.93333333333334,84.86666666666667,85.43333333333334,87.3,90.0,80.0,0.9366666666666666,0.0,-0.05231103629641961,5.490186940775457,0,3
103,DNK,Denmark,Hrsholm,58797,2016.0,55.8835,12.5049,,,,24856.0,,74806.0,93002.0,,167808.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.994,76.7,86.2,85.8,77.8,42.0,14.4,96.7,90.7,86.4,84.1,86.0,90.0,80.0,,0.0,0.0,6.7512069520437725,0,3
104,DNK,Denmark,Hvidovre,60433,2015.0,55.64250000000001,12.4754,10.0,18709027233.0,25.0,52725.0,7.7,128584.33333333331,105712.0,0.0,228043.0,241747.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.6865,-3.1659999999999995,-1.169,50.928000000000004,16.2405,46.82300000000001,6.041,8.869,0.096,4007.7465,0.251,,,,1.177,6.309,0.23600000000000002,6.577499999999999,20.001,0.386,0.205,1.0990000000000002,0.040999999999999995,1.1455,3.4835000000000003,0.067,0.0435,0.16349999999999998,0.09,0.0565,0.079,1832.033,1807.069,259.089,18.1755,77.372,0.244,0.3215,0.1145,0.1105,0.19699999999999998,,,,,,,,,,28.45,87.875,76.13333333333333,85.89999999999998,84.93333333333334,76.63333333333333,40.2,10.233333333333334,96.26666666666668,92.36666666666667,85.0,85.33333333333333,86.63333333333333,90.0,80.0,0.9375,0.0,0.03941275137194844,4.325139876718824,1,2
105,DNK,Denmark,Sonderborg,58488,2015.0,54.9138,9.79217,,2357007058.0,496.6,74801.0,9.6,423379.0,1435937.0,,1806679.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.722,-6.127999999999999,-2.267,50.43899999999999,15.716,45.26300000000001,6.058,8.799,0.09699999999999999,3990.421,0.253,,,,1.194,6.256,0.24,6.678999999999999,19.98,0.373,0.20800000000000002,1.092,0.042,1.165,3.486,0.065,0.043,0.16399999999999998,0.094,0.059000000000000004,0.081,1828.852,1797.058,255.851,18.059,76.792,0.24600000000000002,0.32299999999999995,0.115,0.111,0.19899999999999998,,,,,,,,,,28.7,87.757,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0,0.9359999999999999,0.0,0.0,24.153139663908238,0,3
106,DNK,Denmark,rskbing,58609,2015.5,54.8914,10.4047,10.0,,88.0,6190.0,10.0,,,,205.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.8555,-0.4954999999999994,-0.23,50.7,14.844000000000001,41.51900000000001,6.2675,8.861,0.10099999999999999,3973.06,0.2545,0.14300000000000002,0.19699999999999998,0.18600000000000005,1.1445,7.335,0.2565,6.8455,19.903,0.3700000000000001,0.2,1.2825000000000002,0.045,1.1965,3.4789999999999996,0.0645,0.051,0.16499999999999998,0.0975,0.0665,0.078,1825.724,1787.068,252.5115,17.939000000000004,76.195,0.248,0.325,0.1155,0.11199999999999999,0.2015,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.45,87.69950000000001,75.19999999999997,90.85,88.45,68.5,38.35,4.0,95.4,94.65,85.9,84.95,87.5,90.0,80.0,0.9355,0.0,-0.0888888888888889,0.033117932148626815,1,5
107,ECU,Ecuador,Loja,69848,2015.0,-79.2042,-3.99313,,,1893.0,214855.0,,381960.0,41918.0,0.0,423878.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,63.986000000000004,49.1,38.15,29.35,20.45,77.25,56.7,47.2,53.95,48.1,77.25,66.2,35.0,40.0,,0.0,0.0,1.9728561122617578,1,5
108,ECU,Ecuador,Quito,42178,2013.4,-0.2333,-78.5167,2815.0,19048659500.0,4232.0,2239191.0,22.0,4963415.25,801004.0,,5535172.4,8083229.0,1.0,1.0,0.8,0.6,0.6,0.6,0.6,40.30025000000001,-0.7089999999999996,-0.34750000000000003,47.977,7.67675,19.06625,2.42225,2.8835,0.113,1072.91275,0.0685,0.2345,0.2795,0.2145,2.238,,1.2715,1.5130000000000001,35.2775,,0.1345,,0.0765,0.091,2.12,,,0.29224999999999995,0.02175,0.327,0.1525,,931.04725,28.327,55.15825000000001,58.38075,,0.16899999999999998,0.01275,0.344,0.1545,99.375,6.0779999999999985,20.505000000000006,1.254,4.7799999999999985,0.2925,186.6515,11415.8965,1.0915,45.36,63.6818,48.50000000000001,28.26,31.48,21.93333333333333,78.76,49.38,45.16666666666666,54.4,48.42,69.52000000000001,69.54,33.0,40.0,0.7609999999999999,0.0,0.02274451210118937,2.4719518790491746,1,2
