,index,Country Code,Year,Country Name,CDP_City,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI
1095,1095,USA,2016,United States,Las Vegas,29657130.0,-115.14,36.1699,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1096,1096,USA,2018,United States,Las Vegas,24161524.0,-115.14,36.1699,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1097,1097,USA,2019,United States,Las Vegas,19585177.0,-115.14,36.1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1098,1098,USA,2014,United States,Lexington MA,6574968.0,-71.2269,42.4443,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1099,1099,USA,2015,United States,Lexington MA,6450693.0,-71.2269,42.4443,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1100,1100,USA,2018,United States,Lexington MA,406423.0,-71.2269,42.4443,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1101,1101,USA,2019,United States,Lexington MA,416638.0,-71.2269,42.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1102,1102,USA,2018,United States,Long Beach,4844881.0,-118.194,33.7701,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1103,1103,USA,2019,United States,Long Beach,4855171.0,-118.194,33.7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1104,1104,USA,2016,United States,Los Altos Hills,57243.0,-122.13799999999999,37.3797,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1105,1105,USA,2017,United States,Los Altos Hills,57243.0,-122.13799999999999,37.3797,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1106,1106,USA,2013,United States,Los Angeles,33935814.0,-118.244,34.0522,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918
1107,1107,USA,2014,United States,Los Angeles,38717974.0,-118.244,34.0522,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1108,1108,USA,2015,United States,Los Angeles,32289089.0,-118.244,34.0522,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1109,1109,USA,2016,United States,Los Angeles,29024807.0,-118.244,34.0522,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1110,1110,USA,2017,United States,Los Angeles,28922796.0,-118.244,34.0522,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1111,1111,USA,2019,United States,Los Angeles,26861032.0,-118.244,34.0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1112,1112,USA,2018,United States,Louisville,30688181.0,-85.6784,38.196,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1113,1113,USA,2019,United States,Louisville,30683166.0,-85.6784,38.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1114,1114,USA,2018,United States,Manhattan Beach,219194.75,-118.405,33.8889,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1115,1115,USA,2019,United States,Manhattan Beach,246824.99,-118.405,33.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1116,1116,USA,2020,United States,Maplewood,132700.0,-74.27,40.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1117,1117,USA,2017,United States,Medford,410305.0,-122.876,42.3265,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1118,1118,USA,2018,United States,Medford,336095.0,-122.876,42.3265,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1119,1119,USA,2019,United States,Medford,321062.39,-122.876,42.3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1120,1120,USA,2018,United States,Memphis,15668867.0,-90.04899999999999,35.1495,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1121,1121,USA,2019,United States,Memphis,20825260.0,-90.04899999999999,35.1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1122,1122,USA,2013,United States,Miami,4762364.27,-80.1918,25.7617,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918
1123,1123,USA,2014,United States,Miami,4762364.27,-80.1918,25.7617,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1124,1124,USA,2017,United States,Miami Beach,1207364.0,-80.13,25.7906,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1125,1125,USA,2018,United States,Miami Beach,1107519.81,-80.13,25.7906,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1126,1126,USA,2019,United States,Miami Beach,1090894.21,-80.13,25.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1127,1127,USA,2020,United States,Milwaukie OR,518497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,
1128,1128,USA,2013,United States,Minneapolis,4735289.0,-93.2667,44.9833,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918
1129,1129,USA,2014,United States,Minneapolis,4396116.0,-93.2667,44.9833,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1130,1130,USA,2015,United States,Minneapolis,4689049.0,-93.2667,44.9833,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1131,1131,USA,2016,United States,Minneapolis,4794708.0,-93.2667,44.9833,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1132,1132,USA,2017,United States,Minneapolis,4758487.0,-93.2667,44.9833,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1133,1133,USA,2018,United States,Minneapolis,3993005.0,-93.2667,44.9833,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1134,1134,USA,2019,United States,Minneapolis,4299864.0,-93.2667,44.9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1135,1135,USA,2016,United States,Nashville,12275845.0,-86.7816,36.1627,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1136,1136,USA,2017,United States,Nashville,13461292.0,-86.7816,36.1627,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1137,1137,USA,2018,United States,Nashville,12481367.0,-86.7816,36.1627,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1138,1138,USA,2019,United States,Nashville,13461292.0,-86.7816,36.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
1139,1139,USA,2018,United States,New Bedford,480493.0,-70.9342,41.6362,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1140,1140,USA,2018,United States,New Haven,1058370.0,-72.9276,41.3093,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1141,1141,USA,2016,United States,New Orleans,4558575.0,-90.0715,29.9511,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1142,1142,USA,2017,United States,New Orleans,3606199.0,-90.0715,29.9511,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1143,1143,USA,2013,United States,New York,53358868.0,-74.0059,40.7128,USA,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,316400992.0,16100000000000.0,40.7,81.29899999999998,76.0,17.0,0.918
1144,1144,USA,2014,United States,New York,45923778.0,-74.0059,40.7128,USA,5561.719,0.865,47.69,5854.312,292.593,5.261,17.453,18.371,15.78,383570.379,26.024,0.337,0.355,0.214,39.439,1732.2120000000002,60.163,1455.405,2242.391,32.11,0.124,5.436,0.189,4.567,7.037000000000001,0.101,11.591,19.093,22.084,16.677,2.658,167472.842,144221.631,66695.201,1849.063,2646.64,23.931,27.731,33.046,12.258,7.749,6097.75,19.135,650.62,2.042,251.37,0.789,25968.993,81491.037,1.574,318672992.0,16500000000000.0,41.5,81.483,75.5,17.0,0.92
1145,1145,USA,2015,United States,New York,45993429.0,-74.0059,40.7128,USA,5412.432,-2.684,-149.287,5728.896,316.463,5.847,16.868,17.854,15.372,388982.811,25.775,0.32,0.339,0.21,39.907,1503.253,61.985,1497.933,2278.794,30.56,0.124,4.685,0.193,4.668,7.102,0.095,10.279000000000002,19.126,22.151,17.12,2.794,168976.09399999998,146500.425,68193.134,1911.048,2686.547,23.652,27.538,32.693000000000005,12.372,7.55,5966.46,18.594,648.55,2.021,249.24,0.777,25739.632,80216.25099999999,1.523,320878016.0,16900000000000.0,41.2,81.671,76.2,17.0,0.921
1146,1146,USA,2016,United States,New York,49385508.0,-74.0059,40.7128,USA,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,323016000.0,17200000000000.0,41.1,81.862,75.4,17.0,0.922
1147,1147,USA,2017,United States,New York,52042186.0,-74.0059,40.7128,USA,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,325084992.0,,41.2,82.05799999999998,75.1,17.0,0.924
1148,1148,USA,2018,United States,New York,50112897.0,-74.0059,40.7128,USA,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,327096000.0,,41.4,82.256,75.7,17.0,0.925
1149,1149,USA,2019,United States,New York,50692925.0,-74.0059,40.7128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,,
