,Country Code,City,Year,Country Name,CDP_TotalEmissions,CDP_Longitude,CDP_Latitude,OWID_iso_code,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,OWID_population,OWID_gdp,GINI_GINI,POP_Population,GDP_GDP,HDI_HDI Rank,HDI_HDI,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
559,MYS,Iskandar,2019,Malaysia,27084656.0,100.992,1.45556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.607,74.0,,,,,,,,,,,,,,,,,,,,,,
560,MYS,Petaling Jaya,2019,Malaysia,3496.0,101.595,3.1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.607,74.0,,,,,,,,,,,,,,,,,,,,,,
561,MEX,Celaya,2019,Mexico,3870274.0,-100.81200000000001,20.5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.444,64.7,,,,,,,,,,,,,,,,,,,,,,
562,MEX,Celaya,2020,Mexico,3823680.0,-100.81200000000001,20.5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,
563,MEX,Chihuahua,2017,Mexico,14330261.0,-106.07600000000001,28.6368,MEX,461.23800000000006,-4.827,-23.391,480.765,19.527,4.234,3.696,3.853,1.2919999999999998,18868.897,1.194,,,,19.349,48.53,4.269,143.251,245.84,,0.155,0.389,0.034,1.148,1.97,,0.337,2.019,2.013,1.057,1.31,1389.8770000000004,12597.906,3762.836,503.561,614.717,0.187,2.265,1.69,3.104,1.596,,,,,,,,,,124777000.0,,,79.867,63.6,74.0,0.7709999999999999,,,,,,,,,,,,,,,,,,,,
564,MEX,Cuernevaca,2015,Mexico,1131908.75,-99.22156600000001,18.924209,MEX,481.975,0.17600000000000002,0.846,512.753,30.779,6.386,3.955,4.208,1.369,17923.03,1.188,0.259,0.276,0.225,19.16,44.114,11.849,147.977,258.874,,0.157,0.362,0.097,1.214,2.124,,0.302,2.173,2.188,3.273,1.341,1293.727,12100.473999999998,3468.13,484.68,576.02,0.181,2.275,1.663,3.138,1.619,677.89,5.563,142.73,1.171,39.24,0.322,2139.576,17557.943,1.15,121858000.0,1860000000000.0,,79.285,66.4,74.0,0.7659999999999999,,,,,,,,,,,,,,,,,,,,
565,MEX,Guadalajara,2018,Mexico,3905713.0,-103.35,20.6597,MEX,451.081,-2.202,-10.157,473.374,22.293000000000006,4.942,3.575,3.751,1.239,19319.978,1.195,,,,19.349,43.256,4.269,145.817,238.391,,0.153,0.343,0.034,1.156,1.889,,0.29600000000000004,1.946,1.947,0.994,1.277,1433.1329999999996,12836.297,3908.653,507.829,634.066,0.189,2.258,1.6980000000000002,3.05,1.584,,,,,,,,,,126191000.0,,45.4,80.156,64.8,74.0,0.7759999999999999,67.98489425981876,,,,,,,,,,,,,,,,,,,
566,MEX,Hermosillo,2019,Mexico,7702002.0,-110.961,29.0892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.444,64.7,,,,,,,,,,,,,,,,,,,,,,
567,MEX,JIMAV,2019,Mexico,1748920.0,-104.367,19.7682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.444,64.7,,,,,,,,,,,,,,,,,,,,,,
568,MEX,Leonlos Aldamas,2017,Mexico,5012133.0,-101.684,21.1221,MEX,461.23800000000006,-4.827,-23.391,480.765,19.527,4.234,3.696,3.853,1.2919999999999998,18868.897,1.194,,,,19.349,48.53,4.269,143.251,245.84,,0.155,0.389,0.034,1.148,1.97,,0.337,2.019,2.013,1.057,1.31,1389.8770000000004,12597.906,3762.836,503.561,614.717,0.187,2.265,1.69,3.104,1.596,,,,,,,,,,124777000.0,,,79.867,63.6,74.0,0.7709999999999999,,,,,,,,,,,,,,,,,,,,
569,MEX,Leonlos Aldamas,2019,Mexico,5012581.0,-101.684,21.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.444,64.7,,,,,,,,,,,,,,,,,,,,,,
570,MEX,Mexico,2013,Mexico,26232831.0,-99.1332,19.4326,MEX,490.13,-1.243,-6.17,542.4540000000002,52.324,10.675999999999998,4.125,4.565,1.401,16959.927,1.179,0.277,0.306,0.228,17.437,49.977,2.744,142.27700000000004,277.695,,0.147,0.421,0.023,1.197,2.337,,0.335,2.388,2.175,0.7859999999999999,1.222,1200.669,11572.325,3181.65,466.68300000000005,538.601,0.175,2.277,1.63,3.17,1.649,667.84,5.62,126.2,1.062,44.67,0.376,2151.945,18109.895,1.216,118827000.0,1770000000000.0,,78.699,67.0,74.0,0.7559999999999999,,,,,,,,,,,,,,,,,,,,
571,MEX,Mexico,2014,Mexico,24551216.0,-99.1332,19.4326,MEX,481.129,-1.836,-9.001,532.831,51.702,10.746,3.998,4.427,1.365,17441.056,1.183,0.266,0.294,0.225,18.259,48.944,6.148,138.503,269.275,,0.152,0.407,0.051,1.151,2.237,,0.327,2.293,2.102,1.704,1.231,1249.612,11841.6,3320.153,472.831,556.86,0.179,2.277,1.645,3.135,1.63,655.74,5.448,131.62,1.094,38.66,0.321,2141.569,17793.766,1.183,120355000.0,1810000000000.0,48.7,78.993,66.8,74.0,0.7609999999999999,,,,,,,,,,,,,,,,,,,,
572,MEX,Mexico,2015,Mexico,24084942.0,-99.1332,19.4326,MEX,481.975,0.17600000000000002,0.846,512.753,30.779,6.386,3.955,4.208,1.369,17923.03,1.188,0.259,0.276,0.225,19.16,44.114,11.849,147.977,258.874,,0.157,0.362,0.097,1.214,2.124,,0.302,2.173,2.188,3.273,1.341,1293.727,12100.473999999998,3468.13,484.68,576.02,0.181,2.275,1.663,3.138,1.619,677.89,5.563,142.73,1.171,39.24,0.322,2139.576,17557.943,1.15,121858000.0,1860000000000.0,,79.285,66.4,74.0,0.7659999999999999,,,,,,,,,,,,,,,,,,,,
573,MEX,Mexico,2016,Mexico,23655110.96,-99.1332,19.4326,MEX,484.629,0.551,2.654,498.047,13.418,2.769,3.929,4.038,1.376,18407.659,1.192,0.258,0.265,0.224,19.348,47.621,14.612,151.455,251.592,,0.157,0.386,0.118,1.228,2.04,,0.332,2.102,2.182,3.934,1.3219999999999998,1341.348,12352.066,3619.585,499.292,595.368,0.184,2.271,1.679,3.156,1.607,688.38,5.581,144.88,1.175,43.7,0.354,2167.348,17573.138,1.153,123333000.0,1880000000000.0,46.3,79.577,65.2,74.0,0.768,,,,,,,,,,,,,,,,,,,,
574,MEX,Mexico,2017,Mexico,30870170.39,-99.1332,19.4326,MEX,461.23800000000006,-4.827,-23.391,480.765,19.527,4.234,3.696,3.853,1.2919999999999998,18868.897,1.194,,,,19.349,48.53,4.269,143.251,245.84,,0.155,0.389,0.034,1.148,1.97,,0.337,2.019,2.013,1.057,1.31,1389.8770000000004,12597.906,3762.836,503.561,614.717,0.187,2.265,1.69,3.104,1.596,,,,,,,,,,124777000.0,,,79.867,63.6,74.0,0.7709999999999999,,,,,,,,,,,,,,,,,,,,
575,MEX,Mexico,2018,Mexico,27774766.64,-99.1332,19.4326,MEX,451.081,-2.202,-10.157,473.374,22.293000000000006,4.942,3.575,3.751,1.239,19319.978,1.195,,,,19.349,43.256,4.269,145.817,238.391,,0.153,0.343,0.034,1.156,1.889,,0.29600000000000004,1.946,1.947,0.994,1.277,1433.1329999999996,12836.297,3908.653,507.829,634.066,0.189,2.258,1.6980000000000002,3.05,1.584,,,,,,,,,,126191000.0,,45.4,80.156,64.8,74.0,0.7759999999999999,,,,,,,,,,,,,,,,,,,,
576,MEX,Mexico,2019,Mexico,27408585.65,-99.1332,19.4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.444,64.7,,,,,,,,,,,,,,,,,,,,,,
577,MEX,San Luis Potosi,2014,Mexico,4026722.0,-100.97005,22.173333,MEX,481.129,-1.836,-9.001,532.831,51.702,10.746,3.998,4.427,1.365,17441.056,1.183,0.266,0.294,0.225,18.259,48.944,6.148,138.503,269.275,,0.152,0.407,0.051,1.151,2.237,,0.327,2.293,2.102,1.704,1.231,1249.612,11841.6,3320.153,472.831,556.86,0.179,2.277,1.645,3.135,1.63,655.74,5.448,131.62,1.094,38.66,0.321,2141.569,17793.766,1.183,120355000.0,1810000000000.0,48.7,78.993,66.8,74.0,0.7609999999999999,,,,,,,,,,,,,,,,,,,,
578,MEX,San Luis Potosi,2016,Mexico,1320629.99,-100.97005,22.173333,MEX,484.629,0.551,2.654,498.047,13.418,2.769,3.929,4.038,1.376,18407.659,1.192,0.258,0.265,0.224,19.348,47.621,14.612,151.455,251.592,,0.157,0.386,0.118,1.228,2.04,,0.332,2.102,2.182,3.934,1.3219999999999998,1341.348,12352.066,3619.585,499.292,595.368,0.184,2.271,1.679,3.156,1.607,688.38,5.581,144.88,1.175,43.7,0.354,2167.348,17573.138,1.153,123333000.0,1880000000000.0,46.3,79.577,65.2,74.0,0.768,,,,,,,,,,,,,,,,,,,,
579,MEX,San Luis Potosi,2017,Mexico,27548711.0,-100.97005,22.173333,MEX,461.23800000000006,-4.827,-23.391,480.765,19.527,4.234,3.696,3.853,1.2919999999999998,18868.897,1.194,,,,19.349,48.53,4.269,143.251,245.84,,0.155,0.389,0.034,1.148,1.97,,0.337,2.019,2.013,1.057,1.31,1389.8770000000004,12597.906,3762.836,503.561,614.717,0.187,2.265,1.69,3.104,1.596,,,,,,,,,,124777000.0,,,79.867,63.6,74.0,0.7709999999999999,,,,,,,,,,,,,,,,,,,,
580,MEX,Xalapa,2020,Mexico,1645392.2599999998,-98.7556,20.1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,
581,MCO,Monaco,2019,Monaco,86586.0,7.42081,43.7374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
582,MOZ,Nacala,2019,Mozambique,204784.0,40.6854,-14.5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.528,48.6,,,,,,,,,,,,,,,,,,,,,,
583,NLD,Amsterdam,2013,Netherlands,5094000.0,4.89516,52.3702,NLD,165.718,-0.066,-0.109,160.92,-4.798,-2.895,9.838,9.554,0.474,10655.781,0.741,0.203,0.197,0.162,0.274,32.276,1.137,78.002,52.824,1.204,0.016,1.916,0.068,4.631,3.136,0.071,0.21600000000000005,0.454,1.193,0.326,0.019,3606.767,3533.405,3410.81,21.585,55.145,0.527,0.695,1.747,0.147,0.16899999999999998,185.21,10.996,18.88,1.121,7.86,0.467,1022.849,60724.852,1.252,16844000.0,817000000000.0,28.1,89.18700000000003,73.5,8.0,0.93,,,,,,,,,,,,,,,,,,,,
584,NLD,Amsterdam,2014,Netherlands,5094000.0,4.89516,52.3702,NLD,158.768,-4.194,-6.95,156.531,-2.237,-1.409,9.398,9.266,0.45,10814.549,0.7340000000000001,0.197,0.194,0.16399999999999998,0.282,35.622,1.092,68.10300000000001,52.395,1.274,0.017,2.109,0.065,4.0310000000000015,3.102,0.075,0.238,0.446,1.033,0.303,0.019,3642.388,3585.8,3478.913,22.677,55.427,0.52,0.6890000000000001,1.724,0.15,0.162,177.89,10.53,18.7,1.107,8.17,0.484,966.427,57208.709,1.2009999999999998,16893000.0,805000000000.0,28.6,89.69,74.2,8.0,0.932,,,,,,,,,,,,,,,,,,,,
585,NLD,Amsterdam,2016,Netherlands,4471000.0,4.89516,52.3702,NLD,166.282,-0.051,-0.085,151.918,-14.364,-8.638,9.792,8.946,0.472,11147.198,0.722,0.198,0.181,0.16699999999999998,0.239,40.001,1.099,70.33,53.309,1.3030000000000002,0.014,2.356,0.065,4.142,3.139,0.077,0.278,0.445,1.013,0.29600000000000004,0.016,3725.821,3691.071,3617.656,24.813,55.916,0.511,0.679,1.679,0.157,0.151,186.98,11.011,18.83,1.109,8.52,0.502,996.334,58673.459,1.188,16981000.0,839000000000.0,28.2,90.635,74.6,8.0,0.936,,4.8951679000000015,52.3702157,848091.25,219.0,0.936,28.2,74.6,90.0,83.0,71.64999999999998,52.7,34.4,85.16666666666667,80.0,64.0,83.4,88.0,90.0,80.0
586,NLD,Amsterdam,2017,Netherlands,4138000.0,4.89516,52.3702,NLD,164.445,-1.105,-1.837,151.213,-13.232,-8.047,9.661,8.884,0.461,11311.643,0.716,,,,0.298,35.95,1.118,72.46600000000002,53.23,1.383,0.018000000000000002,2.112,0.066,4.257,3.127,0.081,0.249,0.4370000000000001,1.019,0.277,0.02,3761.772,3744.301,3690.122,25.931,56.214,0.506,0.6729999999999999,1.6569999999999998,0.16,0.146,,,,,,,,,,17021000.0,,28.5,91.077,75.8,8.0,0.939,,,,,,,,,,,,,,,,,,,,
587,NLD,Groningen,2017,Netherlands,859000.0,6.551335,53.232386,NLD,164.445,-1.105,-1.837,151.213,-13.232,-8.047,9.661,8.884,0.461,11311.643,0.716,,,,0.298,35.95,1.118,72.46600000000002,53.23,1.383,0.018000000000000002,2.112,0.066,4.257,3.127,0.081,0.249,0.4370000000000001,1.019,0.277,0.02,3761.772,3744.301,3690.122,25.931,56.214,0.506,0.6729999999999999,1.6569999999999998,0.16,0.146,,,,,,,,,,17021000.0,,28.5,91.077,75.8,8.0,0.939,,6.551335,53.232386,200500.0,83.0,0.939,28.5,75.8,87.4,85.7,69.9,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0
588,NLD,Nijmegen,2018,Netherlands,505852099.0,5.84282,51.8449,NLD,160.17,-2.599,-4.275,152.759,-7.411,-4.627,9.389,8.954,0.44,11471.813,0.71,,,,0.22,32.965,1.104,71.237,53.333,1.31,0.013,1.932,0.065,4.176,3.1260000000000003,0.077,0.226,0.435,0.951,0.257,0.015,3794.736,3797.633,3761.359,27.035,56.434,0.501,0.6679999999999999,1.634,0.162,0.141,,,,,,,,,,17060000.0,,28.1,91.49,76.2,8.0,0.942,,,,,,,,,,,,,,,,,,,,
589,NLD,Rotterdam,2013,Netherlands,29460000.0,4.4509300000000005,51.9164,NLD,165.718,-0.066,-0.109,160.92,-4.798,-2.895,9.838,9.554,0.474,10655.781,0.741,0.203,0.197,0.162,0.274,32.276,1.137,78.002,52.824,1.204,0.016,1.916,0.068,4.631,3.136,0.071,0.21600000000000005,0.454,1.193,0.326,0.019,3606.767,3533.405,3410.81,21.585,55.145,0.527,0.695,1.747,0.147,0.16899999999999998,185.21,10.996,18.88,1.121,7.86,0.467,1022.849,60724.852,1.252,16844000.0,817000000000.0,28.1,89.18700000000003,73.5,8.0,0.93,,,,,,,,,,,,,,,,,,,,
590,NLD,Rotterdam,2015,Netherlands,28202000.0,4.4509300000000005,51.9164,NLD,166.36700000000005,4.7860000000000005,7.599,155.174,-11.193,-6.728,9.822,9.161,0.473,10980.916,0.728,0.203,0.189,0.17,0.249,43.432,1.037,68.413,51.962,1.273,0.015,2.564,0.061,4.039,3.068,0.075,0.297,0.436,1.012,0.28600000000000003,0.017,3685.82,3637.762,3547.326,23.714,55.677,0.516,0.684,1.7009999999999998,0.154,0.156,186.1,10.987,19.0,1.122,8.51,0.502,978.66,57778.958,1.192,16938000.0,821000000000.0,28.2,90.173,73.7,8.0,0.934,,4.4777325,51.9244201,481798.1165,208.0,0.934,28.2,73.7,90.0,83.0,72.0,51.8,23.8,85.6,84.3,66.3,79.8,88.0,90.0,80.0
591,NLD,Rotterdam,2016,Netherlands,31512000.0,4.4509300000000005,51.9164,NLD,166.282,-0.051,-0.085,151.918,-14.364,-8.638,9.792,8.946,0.472,11147.198,0.722,0.198,0.181,0.16699999999999998,0.239,40.001,1.099,70.33,53.309,1.3030000000000002,0.014,2.356,0.065,4.142,3.139,0.077,0.278,0.445,1.013,0.29600000000000004,0.016,3725.821,3691.071,3617.656,24.813,55.916,0.511,0.679,1.679,0.157,0.151,186.98,11.011,18.83,1.109,8.52,0.502,996.334,58673.459,1.188,16981000.0,839000000000.0,28.2,90.635,74.6,8.0,0.936,,4.4777325,51.9244201,481798.1165,208.0,0.936,28.2,74.6,90.0,83.0,72.0,52.7,34.4,85.6,80.0,64.0,83.4,88.0,90.0,80.0
592,NLD,Rotterdam,2017,Netherlands,34190633.0,4.4509300000000005,51.9164,NLD,164.445,-1.105,-1.837,151.213,-13.232,-8.047,9.661,8.884,0.461,11311.643,0.716,,,,0.298,35.95,1.118,72.46600000000002,53.23,1.383,0.018000000000000002,2.112,0.066,4.257,3.127,0.081,0.249,0.4370000000000001,1.019,0.277,0.02,3761.772,3744.301,3690.122,25.931,56.214,0.506,0.6729999999999999,1.6569999999999998,0.16,0.146,,,,,,,,,,17021000.0,,28.5,91.077,75.8,8.0,0.939,,4.4777325,51.9244201,481798.1165,208.0,0.939,28.5,75.8,87.4,85.7,69.9,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0
593,NLD,Rotterdam,2018,Netherlands,34188.661,4.4509300000000005,51.9164,NLD,160.17,-2.599,-4.275,152.759,-7.411,-4.627,9.389,8.954,0.44,11471.813,0.71,,,,0.22,32.965,1.104,71.237,53.333,1.31,0.013,1.932,0.065,4.176,3.1260000000000003,0.077,0.226,0.435,0.951,0.257,0.015,3794.736,3797.633,3761.359,27.035,56.434,0.501,0.6679999999999999,1.634,0.162,0.141,,,,,,,,,,17060000.0,,28.1,91.49,76.2,8.0,0.942,,4.4777325,51.9244201,481798.1165,208.0,0.942,28.1,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
594,NLD,Rotterdam,2019,Netherlands,31732844.0,4.4509300000000005,51.9164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.876,76.8,,,,,,,,,,,,,,,,,,,,,,
595,NLD,The Hague,2018,Netherlands,1587678.0,4.3007,52.0705,NLD,160.17,-2.599,-4.275,152.759,-7.411,-4.627,9.389,8.954,0.44,11471.813,0.71,,,,0.22,32.965,1.104,71.237,53.333,1.31,0.013,1.932,0.065,4.176,3.1260000000000003,0.077,0.226,0.435,0.951,0.257,0.015,3794.736,3797.633,3761.359,27.035,56.434,0.501,0.6679999999999999,1.634,0.162,0.141,,,,,,,,,,17060000.0,,28.1,91.49,76.2,8.0,0.942,,4.3007,52.0705,537210.6666666665,3694.7517170893043,0.942,28.1,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
596,NLD,The Hague,2019,Netherlands,1661395.0,4.3007,52.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.876,76.8,,,,,,,,,,,,,,,,,,,,,,
597,NLD,The Hague,2020,Netherlands,1618532.0,4.3007,52.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,
598,NZL,Auckland,2016,New Zealand,10472155.0,174.74200000000002,-36.8153,NZL,34.268,-4.385,-1.5719999999999998,37.601,3.334,9.729,7.355,8.071,0.097,1741.3339999999996,0.113,0.21600000000000005,0.236,0.13699999999999998,0.486,4.465,1.242,7.897,19.42,0.757,0.104,0.958,0.267,1.695,4.168,0.162,0.031,0.162,0.114,0.334,0.033,605.332,763.936,294.275,25.352,31.808000000000003,0.083,0.14,0.13699999999999998,0.16,0.086,63.13,13.55,32.81,7.042000000000002,14.98,3.215,250.761,53822.959,1.577,4659000.0,159000000000.0,,86.4,81.6,14.0,0.924,60.88370165745857,174.741788,-36.815328,1614975.0,4894.0,0.924,38.87940929917293,81.6,95.0,91.0,88.4,71.0,46.0,98.3,91.4,85.9,88.1,87.2,80.0,80.0
599,NZL,Auckland,2017,New Zealand,8388416.0,174.74200000000002,-36.8153,NZL,36.153,5.502999999999999,1.886,38.883,2.73,7.551,7.689,8.269,0.101,1777.4879999999996,0.112,,,,0.444,5.032,1.199,8.505,20.286,0.687,0.094,1.07,0.255,1.809,4.314,0.146,0.035,0.16699999999999998,0.12,0.297,0.03,610.364,784.222,302.781,26.551,32.251,0.08199999999999999,0.141,0.136,0.16399999999999998,0.084,,,,,,,,,,4702000.0,,,86.46600000000002,83.7,14.0,0.926,60.52219178082193,,,,,,,,,,,,,,,,,,,
600,NZL,Auckland,2018,New Zealand,10207661.0,174.74200000000002,-36.8153,NZL,35.08,-2.968,-1.073,38.687,3.607,10.282,7.396,8.157,0.096,1812.568,0.112,,,,0.418,5.061,1.087,7.393,20.428,0.6940000000000001,0.08800000000000001,1.067,0.229,1.5590000000000002,4.307,0.146,0.035,0.16699999999999998,0.099,0.253,0.028,615.425,804.6489999999999,310.1740000000001,27.638,32.669000000000004,0.081,0.142,0.135,0.166,0.08199999999999999,,,,,,,,,,4743000.0,,,86.538,84.2,14.0,0.928,60.57950138504154,174.741788,-36.815328,1614975.0,4894.0,0.928,38.87940929917293,84.2,95.1,95.7,88.4,70.5,49.5,98.3,91.5,84.4,90.0,87.4,80.0,80.0
601,NZL,Auckland,2019,New Zealand,10126361.0,174.74200000000002,-36.8153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.615,84.4,,,,,,,,,,,,,,,,,,,,,,
602,NZL,Palmerston North,2019,New Zealand,570666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.615,84.4,,,,,,,,,,,,,,,,,,,,,,
603,NZL,Wellington,2014,New Zealand,1301739.0,174.77599999999998,-41.2865,NZL,35.458,0.615,0.217,39.061,3.603,10.161,7.762,8.551,0.101,1671.2279999999996,0.113,0.24,0.264,0.14400000000000002,0.619,5.442,1.251,8.637,18.704,0.805,0.136,1.1909999999999998,0.274,1.891,4.095,0.17600000000000002,0.036000000000000004,0.159,0.131,0.34700000000000003,0.042,595.3969999999998,725.26,278.05,22.738000000000003,30.701,0.085,0.139,0.138,0.151,0.09,64.78,14.181,33.67,7.371,14.77,3.233,246.549,53972.972,1.666,4568000.0,148000000000.0,,86.281,81.2,14.0,0.916,,,,,,,,,,,,,,,,,,,,
604,NZL,Wellington,2015,New Zealand,1301739.0,174.77599999999998,-41.2865,NZL,35.839,1.0759999999999998,0.381,38.571,2.7310000000000003,7.621,7.766,8.357999999999999,0.102,1707.067,0.113,0.234,0.252,0.14400000000000002,0.621,5.47,1.371,8.328,19.256,0.794,0.134,1.185,0.297,1.805,4.172,0.172,0.037000000000000005,0.162,0.123,0.379,0.043,600.867,744.5160000000002,286.378,24.109,31.321,0.084,0.14,0.13699999999999998,0.156,0.08800000000000001,64.25,13.922,32.81,7.109,15.08,3.268,248.324,53807.92,1.6230000000000002,4615000.0,153000000000.0,,86.34100000000002,82.1,14.0,0.921,,174.776236,-41.28646029999999,209287.25,290.1,0.921,38.87940929917293,82.1,95.0,91.0,83.5,70.4,43.0,98.6,95.5,91.4,87.6,86.8,80.0,80.0
605,NZL,Wellington,2016,New Zealand,1084979.0,174.77599999999998,-41.2865,NZL,34.268,-4.385,-1.5719999999999998,37.601,3.334,9.729,7.355,8.071,0.097,1741.3339999999996,0.113,0.21600000000000005,0.236,0.13699999999999998,0.486,4.465,1.242,7.897,19.42,0.757,0.104,0.958,0.267,1.695,4.168,0.162,0.031,0.162,0.114,0.334,0.033,605.332,763.936,294.275,25.352,31.808000000000003,0.083,0.14,0.13699999999999998,0.16,0.086,63.13,13.55,32.81,7.042000000000002,14.98,3.215,250.761,53822.959,1.577,4659000.0,159000000000.0,,86.4,81.6,14.0,0.924,,,,,,,,,,,,,,,,,,,,
606,NZL,Wellington,2017,New Zealand,773061.0,174.77599999999998,-41.2865,NZL,36.153,5.502999999999999,1.886,38.883,2.73,7.551,7.689,8.269,0.101,1777.4879999999996,0.112,,,,0.444,5.032,1.199,8.505,20.286,0.687,0.094,1.07,0.255,1.809,4.314,0.146,0.035,0.16699999999999998,0.12,0.297,0.03,610.364,784.222,302.781,26.551,32.251,0.08199999999999999,0.141,0.136,0.16399999999999998,0.084,,,,,,,,,,4702000.0,,,86.46600000000002,83.7,14.0,0.926,,,,,,,,,,,,,,,,,,,,
607,NZL,Wellington,2018,New Zealand,621179.0,174.77599999999998,-41.2865,NZL,35.08,-2.968,-1.073,38.687,3.607,10.282,7.396,8.157,0.096,1812.568,0.112,,,,0.418,5.061,1.087,7.393,20.428,0.6940000000000001,0.08800000000000001,1.067,0.229,1.5590000000000002,4.307,0.146,0.035,0.16699999999999998,0.099,0.253,0.028,615.425,804.6489999999999,310.1740000000001,27.638,32.669000000000004,0.081,0.142,0.135,0.166,0.08199999999999999,,,,,,,,,,4743000.0,,,86.538,84.2,14.0,0.928,,,,,,,,,,,,,,,,,,,,
608,NZL,Wellington,2019,New Zealand,621179.0,174.77599999999998,-41.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.615,84.4,,,,,,,,,,,,,,,,,,,,,,
609,NZL,Wellington,2020,New Zealand,986195.0,174.77599999999998,-41.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,
