,Country Code,Country Name,City,CDP_id,CDP_Date_measure,CDP_Latitude,CDP_Longitude,CDP_Altitude,CDP_GDP,CDP_Land_Area,CDP_Population,CDP_Temperature,CDP_EmissionsScope1,CDP_EmissionsScope2,CDP_EmissionsScope3,CDP_TotalEmissions,CDP_Total+Emissions,CDP_Gas_CH4,CDP_Gas_CO2,CDP_Gas_N20,CDP_Gas_HFCs,CDP_Gas_NF3,CDP_Gas_PFCs,CDP_Gas_SF6,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,GINI_GINI,POP_Population,GDP_GDP,GDP_Property Rights,GDP_Government Integrity,GDP_Judicial Effectiveness,GDP_Tax Burden,GDP_Government Spending,GDP_Fiscal Health,GDP_Business Freedom,GDP_Labor Freedom,GDP_Monetary Freedom,GDP_Trade Freedom,GDP_Investment Freedom,GDP_Financial Freedom,HDI_HDI,CDP_inconsistent,CDP_pct_change2
67,CHE,Switzerland,Lausanne,54520,2013.0,46.5198,6.6335,500.0,8834000000.0,55.0,140000.0,12.0,456843.0,45730.0,,499573.0,,0.5,1.0,0.5,0.5,0.5,0.5,0.5,38.96300000000001,-0.04600000000000004,-0.02099999999999999,118.3415,79.37849999999999,203.7585,4.672499999999999,14.1935,0.1105,2859.0615,0.18700000000000003,0.075,0.227,0.1215,1.742,0.5479999999999999,0.028,6.955500000000001,29.512,0.1775,0.209,0.066,0.003,0.8340000000000001,3.5395000000000003,0.0215,0.004,0.247,0.1015,0.008,0.1205,589.5319999999999,1940.665,193.07049999999998,1.091,128.6875,0.08149999999999999,0.3605,0.091,0.006999999999999999,0.3545,46.44,5.569,4.880000000000001,0.5854999999999999,2.185,0.262,320.97299999999996,38499.5745,0.6154999999999999,32.65,73.7285,80.75,90.0,85.5,,70.6,65.69999999999999,,80.15,73.69999999999999,87.05,90.0,85.0,80.0,0.947,0.0,0.0
68,CHE,Switzerland,Nyon,59160,2016.5,46.3833,6.234780000000001,425.0,1922000000.0,6.8,20943.0,,95094.5,12591.0,156.0,107755.0,111790.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,38.182,-2.5780000000000003,-1.01,119.349,81.167,212.578,4.515,14.114,0.107,2916.84,0.185,,,,1.76,0.509,0.031,7.089,28.618,0.17600000000000002,0.208,0.06,0.004,0.838,3.384,0.021,0.004,0.235,0.1,0.008,0.119,590.307,1984.061,203.725,1.136,131.332,0.079,0.35700000000000004,0.092,0.006999999999999999,0.341,,,,,,,,,,32.7,73.805,81.7,86.1,84.15,79.8,70.7,66.15,96.05,76.1,72.35,84.80000000000001,88.7,85.0,90.0,0.949,0.0,0.03803211729459477
69,CHE,Switzerland,Zurich,35449,2013.3333333333333,47.36860000000001,8.53918,408.0,105718500000.0,92.0,414591.6666666667,8.8,1095811.0,278946.0,,1849834.1666666667,1374757.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,39.237166666666674,-2.1643333333333334,-0.8931666666666667,121.29050000000001,82.05333333333333,209.4946666666667,4.715666666666667,14.572833333333334,0.11049999999999999,2858.4881666666665,0.18733333333333335,0.078,0.23725,0.1205,1.7825,0.5455,0.031,6.892500000000001,29.804000000000002,0.18183333333333337,0.21416666666666664,0.06566666666666666,0.0036666666666666666,0.8276666666666667,3.582666666666667,0.021833333333333333,0.003833333333333333,0.24983333333333332,0.09999999999999999,0.008333333333333333,0.12166666666666666,589.4933333333332,1939.9858333333334,193.22850000000003,1.0911666666666666,128.6788333333333,0.08166666666666668,0.3606666666666667,0.09099999999999998,0.006999999999999999,0.3551666666666667,47.6675,5.7822499999999994,4.9325,0.5984999999999999,2.1925,0.266,332.96075,40396.28375,0.6465,32.68333333333333,73.73083333333334,81.21666666666667,88.51666666666667,85.03333333333335,79.85,69.93333333333334,65.63333333333333,95.85,77.33333333333333,78.13333333333334,85.85000000000001,90.0,84.16666666666667,83.33333333333333,0.9476666666666667,0.0,-0.052917668638158645
70,CHL,Chile,Santiago,31180,2012.8333333333333,-33.4489,-70.6693,520.0,35990947356617.0,15403.0,7470587.5,14.0,18410034.95,8577740.0,2596311.0,22844528.133333337,,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,82.88525,2.72775,2.15675,90.7865,7.9015,9.55375,4.5912500000000005,5.03025,0.23475,2507.0115,0.16525,0.21666666666666667,0.2383333333333333,0.19466666666666668,0.893,26.8275,0.14,9.57475,45.4495,,0.0495,1.4854999999999998,0.008,0.53025,2.5182499999999997,,0.184,0.38125000000000003,0.14,0.038500000000000006,0.06175,774.329,1343.78625,258.01425,78.4025,52.47924999999999,0.10775,0.251,0.1225,0.505,0.14625,1.53,0.08433333333333333,13.373333333333335,0.7466666666666666,6.9366666666666665,0.3873333333333333,423.663,23644.363666666668,1.112,44.86666666666667,87.4322,77.31666666666668,78.63333333333333,70.36666666666667,60.36666666666667,76.7,82.35000000000001,91.86666666666667,72.63333333333333,66.58333333333333,84.16666666666667,85.76666666666667,85.83333333333333,70.0,0.84,0.0,0.03740072459754303
71,CHL,Chile,Valdivia,54613,2013.0,,,,,,166080.0,,877816.0,0.0,31851.0,419319.0,643973.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.64299999999999,75.4,68.7,62.3,56.3,77.3,81.0,89.0,76.6,65.0,84.5,88.8,85.0,70.0,,0.0,0.0
72,COL,Colombia,Beteitiva,848137,2019.0,,,,,124.0,1474.0,,12252.57,106.97,58.53,3639.89,12418.06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
73,COL,Colombia,Bogota,31154,2014.2,4.711,-74.0721,2645.5,17800025232103.0,1681.5,7929392.0,14.5,11202926.485,1110508.5,,15016718.537999999,,1.0,1.0,0.6,0.8,0.6,0.8,1.0,91.89659999999999,3.3259999999999996,2.3884,103.1732,11.2766,12.362400000000001,1.9296000000000002,2.1672000000000002,0.2604,2960.1150000000002,0.1962,0.15675,0.176,0.19124999999999998,5.2642,16.3458,1.018,22.646800000000002,46.62179999999999,,0.11059999999999999,0.34299999999999997,0.021400000000000002,0.4758,0.9792,,0.11180000000000001,0.3924,0.33399999999999996,0.27599999999999997,0.3618,651.9222000000001,1569.9356000000002,524.6706,55.998000000000005,157.58859999999999,0.091,0.295,0.25139999999999996,0.36239999999999994,0.44279999999999997,206.1625,4.3565,73.8075,1.5602500000000001,20.612499999999997,0.436,480.93649999999997,10165.76,0.8187500000000001,51.3,79.7588,70.5,52.760000000000005,35.959999999999994,25.2,79.44000000000001,74.94,89.8,82.43999999999998,79.4,78.84,78.96,77.0,70.0,0.7548,0.0,0.041473440970106565
74,COL,Colombia,Busbanza,848977,2019.0,,,,,2549.0,1156.0,,14977090.0,196490.0,94990.0,5822290.0,15268570.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
75,COL,Colombia,Cali,36037,2011.5,3.4516400000000003,-76.532,,,,,,,,,4615846.279999999,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.47049999999999,6.971,5.6125,102.607,12.136500000000002,13.412500000000001,1.9355,2.1959999999999997,0.2575,2822.5325000000003,0.194,0.159,0.18,0.195,5.0335,13.8665,0.8925000000000001,22.886000000000003,47.7925,,0.1075,0.2965,0.019000000000000003,0.49000000000000005,1.0225,,0.093,0.40900000000000003,0.3485,0.2515,0.34600000000000003,625.19,1502.7615,490.7595,54.3735,149.4475,0.09,0.2925,0.2475,0.36500000000000005,0.447,196.47,4.2035,71.74,1.5350000000000001,20.345,0.4355,464.4015,9936.554,0.8145,52.6,79.238,70.15,50.0,33.6,,78.35,75.05000000000001,,87.7,79.9,78.75,75.5,72.5,70.0,0.7475,0.0,-0.010479550613101185
76,COL,Colombia,Corrales,848249,2019.0,,,,,60.85,2498.0,,8122.86,358.05,31231.24,6402.78,39712.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
77,COL,Colombia,Floresta,848978,2019.0,,,,,88.3,3231.0,,14977.09,196.49,94.99,5822.29,15268.57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
78,COL,Colombia,Gameza,848131,2019.0,,,,,117.0,4468.0,,15933.83,280.13,61955.4,7805.92,78169.35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
79,COL,Colombia,Ibague,60374,2014.0,4.44851,-75.24,1170.0,4.0,1439.0,564077.0,31.0,,108197.0,,2330487.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.67,-9.058,-9.131,102.343,10.673,11.643,1.874,2.092,0.257,3146.55,0.199,,,,5.324,15.396,0.993,22.468000000000004,47.489,,0.109,0.315,0.02,0.459,0.971,,0.107,0.39,0.316,0.246,0.361,686.493,1664.086,569.554,58.077,168.34,0.092,0.299,0.256,0.358,0.4370000000000001,,,,,,,,,,49.7,80.446,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,0.763,0.0,0.0
80,COL,Colombia,Medellin,35873,2015.0,6.22729,-75.5735,,,,2464.322,,2193277.0,590864.0,630063.0,3414204.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.228,0.609,0.5579999999999999,102.839,10.611,11.505,1.857,2.071,0.253,3238.778,0.2,,,,5.324,13.958,0.993,24.001,47.952,,0.107,0.281,0.02,0.483,0.966,,0.095,0.391,0.32,0.231,0.35200000000000004,700.451,1712.037,593.555,59.07,173.66400000000004,0.092,0.301,0.258,0.355,0.434,,,,,,,,,,50.4,80.778,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,0.764,0.0,0.0
81,COL,Colombia,Mongua,848259,2019.0,,,,,371.0,4495.0,,23660.2,302.9,868.41,8887.82,24831.51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
82,COL,Colombia,Mongui,848404,2019.0,,,,,81.0,4243.0,,4313.75,38547.4,5211.04,306.75,33029.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
83,COL,Colombia,Monteria,54608,2012.0,8.74798,-75.8814,,,,399523.5,,414390.977,37929.892,19835.3155,903.738,472156.1845,1.0,1.0,1.0,0.5,0.5,0.5,0.5,92.228,0.609,0.5579999999999999,102.839,10.611,11.505,1.857,2.071,0.253,3238.778,0.2,,,,5.324,13.958,0.993,24.001,47.952,,0.107,0.281,0.02,0.483,0.966,,0.095,0.391,0.32,0.231,0.35200000000000004,700.451,1712.037,593.555,59.07,173.66400000000004,0.092,0.301,0.258,0.355,0.434,,,,,,,,,,50.849999999999994,80.941,68.1,59.95,33.45,35.349999999999994,77.3,74.7,80.7,75.0,76.85,74.75,78.8,80.0,70.0,0.764,0.5,0.0
84,COL,Colombia,Pasto,54603,2018.0,,,,,,455678.0,,94515.9,290.0,14500.0,69600.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,81.104,67.3,59.2,33.5,34.3,74.3,75.0,79.2,71.4,78.5,75.6,76.0,80.0,70.0,,0.0,0.0
85,COL,Colombia,SantiagoCali,36037,2010.0,3.4516400000000003,-76.532,995.0,4540.0,566.0,2369829.0,24.7,,,,4174608.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,96.2355,4.0275,2.7989999999999995,106.173,9.9375,10.386,1.983,2.1875,0.2715,3100.715,0.1985,0.165,0.18,0.196,5.324,17.426000000000002,0.9984999999999999,22.18,50.3065,,0.11,0.35950000000000004,0.0205,0.4565,1.037,,0.121,0.41700000000000004,0.3155,0.258,0.3625,678.7950000000001,1640.3415,558.3199999999999,57.581,165.678,0.092,0.298,0.255,0.3595,0.43850000000000006,232.0,4.816,79.05,1.641,21.32,0.443,514.5459999999998,10680.775,0.8440000000000001,50.150000000000006,80.277,70.25,56.9,38.3,25.2,80.1,74.30000000000001,89.8,77.65,77.75,78.3,81.3,80.0,70.0,0.7615000000000001,0.0,0.0
86,COL,Colombia,Topaga,834313,2018.0,,,,,37.0,3956.0,,18078050.0,394580.0,50646190.0,10385660.0,69118810.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,61.1,46.1,32.8,70.4,77.0,85.5,71.3,78.0,77.5,81.2,80.0,70.0,,0.0,0.0
87,COL,Colombia,Tulua,69967,2010.0,4.086180000000001,-76.1979,980.0,,910.0,209086.0,27.0,,,,208681.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.67,-9.058,-9.131,102.343,10.673,11.643,1.874,2.092,0.257,3146.55,0.199,,,,5.324,15.396,0.993,22.468000000000004,47.489,,0.109,0.315,0.02,0.459,0.971,,0.107,0.39,0.316,0.246,0.361,686.493,1664.086,569.554,58.077,168.34,0.092,0.299,0.256,0.358,0.4370000000000001,,,,,,,,,,49.7,80.446,69.7,63.8,39.6,25.2,80.1,74.2,89.8,77.1,77.9,77.0,81.6,80.0,70.0,0.763,0.0,0.0
88,COM,Comoros,Moroni,59158,2016.0,-11.7172,43.2473,19.0,86740506.0,30.0,50377.333333333336,23.0,33277.0,8893.333333333334,3321.5,49285.0,53260.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.242,10.721499999999999,0.022500000000000003,,,,0.2945,,0.001,4.413500000000001,0.0,,,,,,,,0.242,,,,,,0.2945,,,0.002,,,,,4.413500000000001,,,,,0.001,,,,,,,,,,,,,,28.971,55.800000000000004,36.833333333333336,27.3,26.8,62.73333333333333,77.46666666666667,95.63333333333333,57.73333333333333,56.53333333333334,81.83333333333333,71.7,45.0,30.0,0.551,0.0,0.0
89,CRI,Costa Rica,San Jose,50378,,-84.0796,9.9326,,,,342188.0,,939862.57,49328.0,79127.0,1116787.51,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.249,0.16899999999999998,0.014,12.997,4.747,57.55,1.65,2.6,0.023,238.294,0.015,,,,0.621,0.029,,,7.599,,0.124,0.006,,,1.52,,0.0,0.062,,,0.041,0.8270000000000001,217.736,,,19.73,0.0,0.038,,,0.049,,,,,,,,,,48.0,79.34,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,0.8079999999999999,0.0,0.0
90,DEU,Germany,Berlin,31153,2009.6666666666667,52.52,13.405,,,,,,,,,20922000.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,806.6056666666667,-0.7036666666666668,-6.025666666666667,895.1456666666668,88.53966666666666,10.981,9.901,10.988333333333335,2.295,88140.06666666667,5.9813333333333345,0.215,0.238,0.21466666666666667,12.677999999999999,347.565,2.513666666666667,160.09933333333333,275.02299999999997,8.726999999999999,0.15533333333333332,4.266666666666667,0.030666666666666665,1.9653333333333334,3.375666666666667,0.107,2.3433333333333333,2.3383333333333334,2.4156666666666666,0.7043333333333334,0.8766666666666666,62718.96266666666,17994.496,5997.3713333333335,78.89633333333335,1114.5990000000002,8.966,3.4599999999999995,2.971333333333334,0.5226666666666667,3.2679999999999993,818.8933333333333,10.052,57.42666666666667,0.705,36.45666666666667,0.44766666666666666,3755.5613333333336,46098.92266666666,0.9993333333333334,31.233333333333334,77.19,73.33333333333333,90.0,79.36666666666666,,61.26666666666667,38.53333333333333,,90.06666666666666,47.133333333333326,81.16666666666667,87.53333333333335,88.33333333333333,70.0,0.9366666666666666,0.0,0.018692978976596608
91,DEU,Germany,Hamburg,35868,2012.0,53.5510846,9.993681800000001,6.0,102500000000.0,755.0,1775099.5,8.8,,,,10863091.0,,0.6,1.0,0.6,0.6,0.6,0.6,0.6,801.3964,-0.6504000000000001,-5.447800000000001,885.8274000000001,84.43079999999999,10.536599999999998,9.7918,10.824000000000002,2.2724,88935.51080000002,5.896800000000001,0.21225,0.23424999999999999,0.2135,12.821000000000002,336.5748,2.4303999999999997,164.43239999999997,276.5036,8.6344,0.1564,4.1134,0.029599999999999998,2.0088,3.3782000000000005,0.10540000000000001,2.2958000000000003,2.3264000000000005,2.4224,0.6609999999999999,0.8806,63049.80319999999,18270.7266,6161.940200000001,81.2508,1127.4332,8.8334,3.4348,2.9530000000000003,0.5254,3.175,816.3525,9.99875,56.95,0.6975,36.245000000000005,0.444,3770.4937500000005,46178.72349999999,0.99275,31.4,77.211,73.64,88.58,78.96000000000001,79.5,61.44,39.66,89.9,89.35999999999999,46.959999999999994,82.54,87.52000000000001,87.0,70.0,0.9388,0.0,-0.20121116751341805
92,DEU,Germany,Heidelberg,31165,2014.0,49.3988,8.67243,114.0,7681017500.0,109.0,147193.0,13.2,563517.0,453827.0,,905183.5,985990.0,0.5,1.0,0.5,0.25,0.25,0.25,0.25,780.8423333333334,-1.7063333333333333,-13.484666666666667,868.431,87.58833333333332,11.268,9.447666666666667,10.506666666666668,2.183666666666667,90511.57366666668,5.728999999999999,0.204,0.223,0.21,13.099666666666666,312.423,2.206,169.76966666666664,274.78766666666667,8.556333333333333,0.15833333333333333,3.780333333333333,0.026666666666666672,2.054,3.3249999999999997,0.10333333333333333,2.1603333333333334,2.265,2.3670000000000004,0.553,0.882,63696.88333333333,18820.601,6493.3403333333345,85.82933333333334,1153.3283333333331,8.571333333333333,3.3843333333333327,2.9153333333333333,0.529,2.9949999999999997,808.73,9.839,55.52,0.675,35.61,0.433,3815.291,46418.126,0.973,31.9,77.29325,73.975,83.45,78.325,77.63333333333334,61.375,41.574999999999996,90.83333333333333,86.5,49.875,83.32499999999999,86.975,82.5,70.0,0.9433333333333334,0.0,0.02907060352137919
93,DEU,Germany,Magdeburg,54443,2012.0,52.1205,11.6276,56.0,,201.8,238000.0,9.7,,,,1400000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,793.5825,-0.5705,-4.5809999999999995,871.8499999999999,78.26749999999998,9.870000000000001,9.628,10.5775,2.2385,90128.677,5.77,0.204,0.223,0.21,13.035499999999999,320.08950000000004,2.3055,170.93199999999996,278.72450000000003,8.4955,0.158,3.8834999999999997,0.028000000000000004,2.074,3.3819999999999997,0.103,2.2245,2.3085,2.4325,0.5960000000000001,0.8865000000000001,63546.064,18685.072500000002,6408.793500000002,84.7825,1146.6844999999998,8.6345,3.397,2.9255,0.5295000000000001,3.0355,808.73,9.839,55.52,0.675,35.61,0.433,3815.291,46418.126,0.973,31.9,77.2425,74.1,86.45,78.35,79.5,61.7,41.349999999999994,89.9,88.3,46.7,84.6,87.5,85.0,70.0,0.942,0.0,0.0
94,DEU,Germany,Mannheim,43926,2012.0,49.4875,8.46603,104.0,17975.0,145.0,312722.0,10.9,,3806000.0,,3806000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,786.655,-1.731,-13.856,870.933,84.27799999999998,10.714,9.517,10.537,2.204,90522.004,5.729,,,,13.408,310.736,2.267,172.391,279.343,8.509,0.162,3.759,0.027000000000000003,2.086,3.38,0.103,2.156,2.294,2.423,0.561,0.908,63701.432,18824.744,6494.989000000001,85.916,1153.389,8.571,3.385,2.917,0.53,2.994,,,,,,,,,,,77.26100000000002,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0,0.943,0.0,0.0
95,DNK,Denmark,Aarhus,54408,2016.0,56.168393,10.137373,,,468.0,328000.0,,,,,1900.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.8555,-0.4954999999999994,-0.22999999999999998,50.7,14.844,41.519000000000005,6.2675,8.861,0.101,3973.06,0.2545,0.14300000000000002,0.197,0.18600000000000005,1.1444999999999999,7.335,0.2565,6.8454999999999995,19.903,0.37000000000000005,0.2,1.2825000000000002,0.045,1.1965,3.479,0.0645,0.051,0.16499999999999998,0.0975,0.0665,0.078,1825.7240000000002,1787.068,252.5115,17.939000000000004,76.195,0.248,0.32499999999999996,0.1155,0.112,0.2015,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.45,87.69950000000001,75.19999999999999,90.85,88.45,68.5,38.35,4.0,95.4,94.65,85.9,84.95,87.5,90.0,80.0,0.9355,0.5,0.0
96,DNK,Denmark,Copenhagen,31009,2013.4,55.6761,12.5683,9.0,315730980000.0,86.0,596992.5,8.0,,,,1722035.0,,1.0,1.0,0.6,0.6,0.6,0.6,0.6,37.2298,-2.5052,-1.0204,52.038599999999995,14.8084,40.055600000000005,6.549200000000001,9.152800000000001,0.10539999999999998,3918.8718,0.2598,0.14975,0.20700000000000002,0.18700000000000003,0.9949999999999999,8.962599999999998,0.2506,7.0708,19.585,0.36540000000000006,0.175,1.5782,0.044,1.2436,3.4438000000000004,0.06420000000000001,0.061,0.1648,0.10419999999999999,0.068,0.0684,1813.8724000000002,1757.5529999999999,242.1742,17.554,74.62960000000001,0.254,0.33039999999999997,0.11620000000000001,0.11380000000000001,0.2098,47.6575,8.39875,7.225,1.273,4.97,0.8755000000000001,202.294,35648.1835,0.7985,28.4,87.5254,75.78,91.34,91.12,68.5,39.08,3.2399999999999998,95.4,96.63999999999999,89.24,83.5,87.52000000000001,89.0,84.0,0.9344000000000001,0.0,-0.07114325774871202
97,DNK,Denmark,Egedal,62855,2014.6666666666667,55.794999999999995,12.2387,29.0,17000000000.0,126.0,42354.333333333336,8.0,156227.0,59035.0,0.0,193789.63333333333,108549.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,34.6865,-3.1659999999999995,-1.169,50.928,16.2405,46.82300000000001,6.041,8.869,0.096,4007.7465,0.251,,,,1.177,6.309,0.236,6.577499999999999,20.000999999999998,0.386,0.20500000000000002,1.0990000000000002,0.041,1.1455,3.4835000000000003,0.067,0.0435,0.16349999999999998,0.09,0.0565,0.079,1832.033,1807.069,259.089,18.1755,77.372,0.244,0.3215,0.1145,0.1105,0.197,,,,,,,,,,28.45,87.875,76.13333333333333,85.89999999999999,84.93333333333334,76.63333333333333,40.199999999999996,10.233333333333334,96.26666666666667,92.36666666666667,85.0,85.33333333333333,86.63333333333333,90.0,80.0,0.9375,0.0,0.060738068746086414
98,DNK,Denmark,Elsinore,58671,2015.0,56.0308,12.5921,8.0,1985000000.0,119.0,61632.0,8.5,,,,294549.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.722,-6.127999999999999,-2.267,50.43899999999999,15.716,45.26300000000001,6.058,8.799,0.097,3990.421,0.253,,,,1.194,6.256,0.24,6.6789999999999985,19.98,0.373,0.208,1.092,0.042,1.165,3.486,0.065,0.043,0.16399999999999998,0.094,0.059,0.081,1828.852,1797.058,255.851,18.059,76.792,0.246,0.32299999999999995,0.115,0.111,0.199,,,,,,,,,,28.7,87.757,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0,0.936,0.0,0.0
99,DNK,Denmark,Gladsaxe,59165,2015.3333333333333,55.7335,12.4887,31.0,17967617000.0,24.9,67592.66666666667,9.4,169076.33333333334,127080.33333333333,,342042.3333333333,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,35.454,-0.39833333333333293,-0.17699999999999996,50.939,15.484333333333334,43.80700000000001,6.186333333333334,8.887,0.09900000000000002,3990.397333333333,0.25266666666666665,0.14300000000000002,0.197,0.18600000000000005,1.1496666666666666,7.010666666666666,0.24833333333333332,6.722333333333332,19.942666666666664,0.37966666666666676,0.2006666666666667,1.2236666666666667,0.043333333333333335,1.1729999999999998,3.4796666666666667,0.066,0.048666666666666664,0.16433333333333333,0.09366666666666668,0.06233333333333333,0.07766666666666666,1828.8873333333333,1797.0720000000001,255.78333333333333,18.05666666666667,76.78066666666666,0.246,0.3233333333333333,0.115,0.11133333333333334,0.19933333333333336,46.66,8.17,7.17,1.255,5.08,0.89,198.715,34795.163,0.767,28.366666666666664,87.75766666666668,75.66666666666666,88.83333333333333,87.0,76.05,39.36666666666667,6.2,96.05000000000001,93.93333333333334,84.86666666666667,85.43333333333334,87.3,90.0,80.0,0.9366666666666666,0.0,-0.026856970309049655
100,DNK,Denmark,Helsingr,58671,2017.0,56.0308,12.5921,,,,62686.0,,,,,216124.0,264729.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.651,-0.204,-0.071,51.417,16.765,48.383,6.024,8.939,0.095,4025.072,0.249,,,,1.16,6.362,0.232,6.476,20.022,0.399,0.202,1.106,0.04,1.126,3.4810000000000003,0.069,0.044,0.163,0.086,0.054000000000000006,0.077,1835.214,1817.08,262.327,18.292,77.952,0.242,0.32,0.114,0.11,0.195,,,,,,,,,,28.2,87.874,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0,0.939,0.0,0.0
