,Country Code,Country Name,City,CDP_id,CDP_Date_measure,CDP_Latitude,CDP_Longitude,CDP_Altitude,CDP_GDP,CDP_Land_Area,CDP_Population,CDP_Temperature,CDP_EmissionsScope1,CDP_EmissionsScope2,CDP_EmissionsScope3,CDP_TotalEmissions,CDP_Total+Emissions,CDP_Gas_CH4,CDP_Gas_CO2,CDP_Gas_N20,CDP_Gas_HFCs,CDP_Gas_NF3,CDP_Gas_PFCs,CDP_Gas_SF6,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,GINI_GINI,POP_Population,GDP_GDP,GDP_Property Rights,GDP_Government Integrity,GDP_Judicial Effectiveness,GDP_Tax Burden,GDP_Government Spending,GDP_Fiscal Health,GDP_Business Freedom,GDP_Labor Freedom,GDP_Monetary Freedom,GDP_Trade Freedom,GDP_Investment Freedom,GDP_Financial Freedom,HDI_HDI,CDP_inconsistent,CDP_pct_change2
304,USA,United States,Los Altos Hills,55616,2015.0,37.3797,-122.13799999999999,89.0,9900000.0,21.8,8163.0,14.3,47552.0,9691.0,,57243.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5272.937,-1.4755,-79.41300000000001,5600.691999999999,327.7555,6.2165,16.2725,17.2835,14.871500000000001,396901.882,25.408,0.308,0.326,0.206,39.8815,1357.848,53.847,1500.411,2293.6485000000002,27.301,0.123,4.1905,0.16649999999999998,4.6305,7.078,0.084,9.437,19.000500000000002,21.356,13.903,2.713,171023.022,149936.739,70448.06,1991.32,2746.148,23.238500000000002,27.259500000000003,32.158500000000004,12.43,7.27,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.150000000000006,81.95999999999998,75.25,80.65,76.05,75.1,65.44999999999999,55.3,53.3,84.55000000000001,91.2,78.55,87.05,75.0,70.0,0.923,0.0,0.0
305,USA,United States,Los Angeles,10894,2011.8,34.0522,-118.244,95.0,864257000000.0,1215.0,3979884.0,18.0,19936349.0,9467948.0,,32578096.0,,1.0,1.0,0.8,0.8,0.8,0.8,0.8,5406.8108,-0.4082,-22.7924,5720.624,313.8132,5.812600000000001,16.8586,17.8364,15.331,388873.1228,25.778,0.32675000000000004,0.34525,0.21125,39.095600000000005,1538.1327999999999,56.9634,1476.3264,2266.6834000000003,29.6096,0.12179999999999999,4.799999999999999,0.1778,4.6016,7.0653999999999995,0.09220000000000002,10.4804,19.0704,21.7542,15.470400000000001,2.6852,168847.122,146514.95479999998,68204.85,1906.3301999999999,2686.5368,23.6522,27.543600000000005,32.6944,12.328,7.563799999999999,5988.5025000000005,18.73225,643.0525,2.01125,250.875,0.7847500000000001,25780.304999999997,80633.40174999999,1.5470000000000002,41.14,81.67459999999998,75.64000000000001,81.26,73.62,75.1,66.44,51.65999999999999,53.3,87.52000000000001,94.72,76.82000000000001,86.85999999999999,72.0,70.0,0.921,0.0,-0.025947255067224995
306,USA,United States,Louisville,49333,2016.0,38.196,-85.6784,,,,771158.0,,20804701.0,9883480.0,1715766.0,16000537.0,21554911.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
307,USA,United States,Manhattan Beach,59653,2016.0,33.8889,-118.405,,,,35881.0,,175766.69,43428.06,15533.35,224717.09,234728.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
308,USA,United States,Medford,58513,2015.0,42.3265,-122.876,4.0,,22.4,57437.0,9.6,274592.0,120637.0,,410305.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,41.2,82.05799999999998,75.1,81.3,78.1,75.1,65.3,55.9,53.3,84.4,91.0,80.1,87.1,80.0,70.0,0.924,0.0,0.0
309,USA,United States,Memphis,36410,2016.0,35.1495,-90.04899999999999,,,,652236.0,,9372709.0,6296158.0,392390.0,16061257.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
310,USA,United States,Miami,35870,2006.0,25.7617,-80.1918,,,,,,,,,4762364.27,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5537.874,1.7970000000000002,97.0755,5836.42,298.54600000000005,5.391500000000001,17.439999999999998,18.380499999999998,15.77,380789.5195,26.1495,0.3395,0.358,0.2145,37.903999999999996,1735.8575,57.569,1441.4385000000002,2233.663,31.442999999999998,0.1195,5.466999999999999,0.1815,4.5395,7.0345,0.099,11.6245,19.1125,21.954,16.213,2.6029999999999998,166606.736,143100.4355,65967.49799999999,1818.9815,2626.9205,24.066000000000003,27.8305,33.230999999999995,12.204,7.8645,6077.030000000001,19.137999999999998,647.14,2.0380000000000003,251.28,0.7915000000000001,25824.163999999997,81325.883,1.5845,41.1,81.39099999999999,75.75,82.5,71.5,,67.55,47.95,,89.85,96.35,75.2,86.6,70.0,70.0,0.919,0.0,0.0
311,USA,United States,Miami Beach,63999,2015.0,25.7906,-80.13,,8475831683.0,18.1,91824.5,23.9,301805.115,811149.29,92016.35,1203450.08,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5339.244,1.2645,66.307,5679.456,340.21200000000005,6.373,16.372999999999998,17.416,14.806000000000001,402241.12549999997,25.169,,,,40.324,1309.7939999999999,63.3185,1572.415,2326.027,27.366,0.1235,4.0165,0.194,4.8214999999999995,7.133,0.0835,9.024999999999999,19.044,21.520500000000002,15.145999999999999,2.6965000000000003,172332.81650000002,152262.766,72020.475,2054.6385,2786.4714999999997,22.9635,27.081000000000003,31.816000000000003,12.499500000000001,7.0954999999999995,,,,,,,,,,41.3,82.15699999999998,75.4,80.3,75.0,76.0,65.19999999999999,56.2,54.05,83.55000000000001,91.2,79.35,86.9,82.5,75.0,0.9245000000000001,0.0,-0.003241706726389071
312,USA,United States,Minneapolis,35879,2014.142857142857,44.98329999999999,-93.2667,264.5,235716500000.0,139.8,415107.25,7.9,2886729.25,1640290.25,132374.5,4541543.714285715,4208578.5,1.0,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,5409.822666666667,0.20316666666666663,9.552166666666666,5728.4175,318.5948333333334,5.896166666666667,16.813,17.802333333333333,15.258333333333333,391553.1966666667,25.656999999999996,0.32675000000000004,0.34525,0.21125,39.300333333333334,1495.4526666666668,59.435,1505.7783333333334,2280.5840000000003,29.272666666666666,0.122,4.6531666666666665,0.18466666666666667,4.6770000000000005,7.085333333333334,0.09083333333333334,10.195333333333332,19.08866666666667,21.807333333333332,15.677999999999999,2.6813333333333333,169534.90883333332,147668.76399999997,68978.54066666667,1937.031,2706.552833333333,23.514333333333337,27.45216666666667,32.521166666666666,12.365833333333333,7.471499999999999,5988.5025000000005,18.73225,643.0525,2.01125,250.875,0.7847500000000001,25780.304999999997,80633.40174999999,1.5470000000000002,41.18333333333333,81.86971428571428,75.81428571428572,80.7,73.91428571428571,76.86666666666666,67.48571428571428,53.128571428571426,53.73333333333333,86.3,93.48571428571428,77.04285714285716,86.8,75.71428571428571,72.85714285714286,0.9216666666666667,0.0,-0.011488338522579624
313,USA,United States,Nashville,49335,2013.25,36.1627,-86.7816,182.0,106695000000.0,1367.0,673224.5,15.1,8079108.75,5801169.0,979925.0,13164930.25,13461292.0,0.75,1.0,0.75,0.5,0.5,0.5,0.5,5323.585333333333,0.10299999999999991,4.149666666666661,5656.256333333334,332.6713333333334,6.249,16.37666666666667,17.399666666666665,14.879333333333335,399585.7766666667,25.28933333333333,0.308,0.326,0.206,40.029,1332.5826666666665,59.82900000000001,1551.2866666666666,2312.461333333333,27.396666666666665,0.123,4.1000000000000005,0.18399999999999997,4.771666666666666,7.113666666666667,0.084,9.214666666666666,19.060333333333336,21.595,14.840666666666666,2.696,171673.29566666667,151103.76266666668,71247.70466666667,2024.3916666666664,2766.3096666666665,23.10066666666667,27.171333333333337,31.99066666666667,12.471666666666666,7.183333333333333,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.23333333333334,82.15875,75.75,79.97500000000001,75.35,76.86666666666666,67.77499999999999,56.05,53.73333333333333,83.9,90.80000000000001,78.07499999999999,86.85,80.0,75.0,0.9236666666666666,0.0,0.024141861517475993
314,USA,United States,New Bedford,58668,2017.0,41.6362,-70.9342,,,,95120.0,,328329.0,152164.0,0.0,480493.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
315,USA,United States,New Haven,35272,2015.0,41.3093,-72.9276,,,,131014.0,,761145.0,297225.0,84919.0,1143288.0,1143288.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
316,USA,United States,New Orleans,13067,2014.0,29.9511,-90.0715,-1.0,79378000000.0,468.0,390556.0,20.9,3519969.0,1639822.5,,4082387.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,5272.937,-1.4755,-79.41300000000001,5600.691999999999,327.7555,6.2165,16.2725,17.2835,14.871500000000001,396901.882,25.408,0.308,0.326,0.206,39.8815,1357.848,53.847,1500.411,2293.6485000000002,27.301,0.123,4.1905,0.16649999999999998,4.6305,7.078,0.084,9.437,19.000500000000002,21.356,13.903,2.713,171023.022,149936.739,70448.06,1991.32,2746.148,23.238500000000002,27.259500000000003,32.158500000000004,12.43,7.27,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.150000000000006,81.95999999999998,75.25,80.65,76.05,75.1,65.44999999999999,55.3,53.3,84.55000000000001,91.2,78.55,87.05,75.0,70.0,0.923,0.0,-0.10445983668141906
317,USA,United States,New York,3417,2013.3333333333333,40.71280000000001,-74.0059,10.0,1558520000000.0,784.0,8522141.666666666,13.0,31936008.0,15165089.666666666,1622506.0,49739862.0,,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,5409.822666666667,0.20316666666666663,9.552166666666666,5728.4175,318.5948333333334,5.896166666666667,16.813,17.802333333333333,15.258333333333333,391553.1966666667,25.656999999999996,0.32675000000000004,0.34525,0.21125,39.300333333333334,1495.4526666666668,59.435,1505.7783333333334,2280.5840000000003,29.272666666666666,0.122,4.6531666666666665,0.18466666666666667,4.6770000000000005,7.085333333333334,0.09083333333333334,10.195333333333332,19.08866666666667,21.807333333333332,15.677999999999999,2.6813333333333333,169534.90883333332,147668.76399999997,68978.54066666667,1937.031,2706.552833333333,23.514333333333337,27.45216666666667,32.521166666666666,12.365833333333333,7.471499999999999,5988.5025000000005,18.73225,643.0525,2.01125,250.875,0.7847500000000001,25780.304999999997,80633.40174999999,1.5470000000000002,41.18333333333333,81.77149999999999,75.65,80.93333333333334,73.33333333333333,76.0,66.21666666666665,52.46666666666666,54.05,86.71666666666668,94.16666666666667,77.11666666666667,86.83333333333333,74.16666666666667,71.66666666666667,0.9216666666666667,0.0,-0.002695563114982776
318,USA,United States,Oakland,50560,2014.0,37.8044,-122.271,13.0,12255852000000.0,144.0,423500.0,15.1,1189163.0,509422.0,3659181.0,2233617.75,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,5345.7970000000005,-0.59375,-34.2095,5674.41625,328.61925,6.1485,16.499499999999998,17.513250000000003,15.002500000000001,396935.03524999996,25.41075,0.314,0.3325,0.208,39.9985,1375.25025,60.368,1537.9482499999997,2304.0445,28.1875,0.12325,4.24625,0.18625,4.745749999999999,7.1107499999999995,0.08675000000000001,9.48075,19.07675,21.734,15.410499999999999,2.7205000000000004,170998.99525,149952.92825,70484.062,1996.05575,2746.3689999999997,23.238500000000002,27.263,32.166250000000005,12.44675,7.275,5899.975,18.326500000000003,638.9649999999999,1.9845,250.47,0.778,25736.446,79940.9205,1.5095,41.225,81.96175,75.60000000000001,80.15,74.25,76.0,65.55000000000001,54.725,54.05,85.14999999999999,93.07499999999999,78.07499999999999,86.95,76.25,72.5,0.923,0.0,0.10529558512967693
319,USA,United States,Orlando,43909,2018.0,28.5383,-81.3792,,,,280258.0,,3271435.0,3722734.0,,6994170.0,6994170.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.459,76.8,79.3,77.4,78.6,75.1,57.1,53.1,83.8,89.4,76.6,86.6,85.0,80.0,,0.0,0.0
320,USA,United States,Palo Alto,54119,2015.5,37.4419,-122.14299999999999,7.0,,67.0,66716.5,15.0,153289.5,,,153289.5,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5272.937,-1.4755,-79.41300000000001,5600.691999999999,327.7555,6.2165,16.2725,17.2835,14.871500000000001,396901.882,25.408,0.308,0.326,0.206,39.8815,1357.848,53.847,1500.411,2293.6485000000002,27.301,0.123,4.1905,0.16649999999999998,4.6305,7.078,0.084,9.437,19.000500000000002,21.356,13.903,2.713,171023.022,149936.739,70448.06,1991.32,2746.148,23.238500000000002,27.259500000000003,32.158500000000004,12.43,7.27,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.150000000000006,81.95999999999998,75.25,80.65,76.05,75.1,65.44999999999999,55.3,53.3,84.55000000000001,91.2,78.55,87.05,75.0,70.0,0.923,0.0,0.004314326709515148
321,USA,United States,Park,14344,2016.0,40.6461,-111.49799999999999,,,,7873.0,,6309.5640079999985,9245.483051,515.1576,15555.047059999999,16070.20466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
322,USA,United States,Philadelphia,31181,2012.5714285714287,39.9523,-75.1638,12.0,387580500000.0,367.0,1557594.75,13.3,11984946.265,5983068.666666667,219124.0,18217717.302857142,17133623.5,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,1.0,5409.822666666667,0.20316666666666663,9.552166666666666,5728.4175,318.5948333333334,5.896166666666667,16.813,17.802333333333333,15.258333333333333,391553.1966666667,25.656999999999996,0.32675000000000004,0.34525,0.21125,39.300333333333334,1495.4526666666668,59.435,1505.7783333333334,2280.5840000000003,29.272666666666666,0.122,4.6531666666666665,0.18466666666666667,4.6770000000000005,7.085333333333334,0.09083333333333334,10.195333333333332,19.08866666666667,21.807333333333332,15.677999999999999,2.6813333333333333,169534.90883333332,147668.76399999997,68978.54066666667,1937.031,2706.552833333333,23.514333333333337,27.45216666666667,32.521166666666666,12.365833333333333,7.471499999999999,5988.5025000000005,18.73225,643.0525,2.01125,250.875,0.7847500000000001,25780.304999999997,80633.40174999999,1.5470000000000002,41.18333333333333,81.86971428571428,75.81428571428572,80.7,73.91428571428571,76.86666666666666,67.48571428571428,53.128571428571426,53.73333333333333,86.3,93.48571428571428,77.04285714285716,86.8,75.71428571428571,72.85714285714286,0.9216666666666667,0.0,-0.03873909578253081
323,USA,United States,Phoenix,35874,2014.6666666666667,33.4484,-112.074,340.0,197193000000.0,1355.0,1604115.6666666667,22.0,11219810.0,5097132.333333333,395584.0,15596473.333333334,15684499.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5339.244,1.2645,66.307,5679.456,340.21200000000005,6.373,16.372999999999998,17.416,14.806000000000001,402241.12549999997,25.169,,,,40.324,1309.7939999999999,63.3185,1572.415,2326.027,27.366,0.1235,4.0165,0.194,4.8214999999999995,7.133,0.0835,9.024999999999999,19.044,21.520500000000002,15.145999999999999,2.6965000000000003,172332.81650000002,152262.766,72020.475,2054.6385,2786.4714999999997,22.9635,27.081000000000003,31.816000000000003,12.499500000000001,7.0954999999999995,,,,,,,,,,41.3,82.25766666666665,75.86666666666667,79.96666666666665,75.8,76.86666666666666,68.49999999999999,56.5,53.73333333333333,83.63333333333334,90.60000000000001,78.43333333333332,86.8,83.33333333333333,76.66666666666667,0.9245000000000001,0.0,-0.009386955439005473
324,USA,United States,Piedmont,60656,2017.0,37.8244,-122.23200000000001,,,,11378.0,,31807.0,4203.0,1176.0,37186.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5424.882,3.26,171.275,5767.385,342.5030000000001,6.314,16.585,17.632,14.895,404953.566,25.052,,,,40.324,1282.052,71.793,1653.0379999999998,2350.087,27.588,0.123,3.919,0.219,5.0539999999999985,7.185,0.084,8.77,19.18,22.073,16.715999999999998,2.662,172973.843,153437.81,72846.994,2090.535,2806.633,22.825,26.995,31.655,12.555,7.01,,,,,,,,,,41.4,82.256,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0,0.925,0.0,0.0
325,USA,United States,Piedmont CA,60656,2011.0,37.8244,-122.23200000000001,101.0,360400000000.0,4.3,11082.0,15.0,17876.0,25566.0,,43442.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5292.268,-2.22,-120.165,5609.857,317.59,6.001,16.384,17.367,15.026,394275.079,25.53,0.308,0.326,0.206,39.439,1378.16,52.85,1509.03,2285.33,27.458,0.122,4.267,0.16399999999999998,4.672,7.075,0.085,9.594,19.093,21.744,14.23,2.695,170354.254,148785.756,69702.164,1963.898,2725.986,23.375,27.352,32.34,12.416,7.359,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.1,81.862,75.4,80.0,74.0,,65.6,54.7,,84.7,91.4,77.0,87.0,70.0,70.0,0.922,0.0,0.0
326,USA,United States,Pittsburgh,35877,2010.5,40.4406,-79.9959,293.0,135662.0,151.0,305704.0,11.1,2073556.0,2729490.0,,5413624.895,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,5380.00625,-1.1925000000000001,-65.10575,5696.147999999999,316.14175,5.885250000000001,16.7165,17.698,15.223749999999999,391589.2385,25.653750000000002,0.3216666666666667,0.34,0.21,39.777249999999995,1487.79025,57.460499999999996,1488.54,2277.1205,29.317999999999998,0.1235,4.6255,0.17875000000000002,4.6240000000000006,7.07375,0.09100000000000001,10.186,19.055,21.73675,15.40075,2.7195,169623.745,147648.8835,68946.11375,1935.68775,2706.37075,23.515,27.447000000000003,32.514,12.3725,7.4597500000000005,5965.899999999999,18.596,642.85,2.0036666666666663,250.76999999999998,0.7816666666666667,25813.961666666666,80457.626,1.531,41.25,81.76849999999999,75.55,80.325,74.275,75.1,65.725,52.62500000000001,53.3,86.775,94.525,77.275,86.975,72.5,70.0,0.9217500000000001,0.0,-0.04735356271255581
327,USA,United States,Portland,14874,2011.0,45.52,-122.682,,,,,,,,,7773812.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5514.029,2.729,146.461,5818.528,304.499,5.522,17.427,18.39,15.76,378008.66,26.275,0.342,0.361,0.215,36.369,1739.503,54.975,1427.4720000000002,2224.935,30.776,0.115,5.497999999999998,0.174,4.512,7.032,0.097,11.658,19.132,21.824,15.749,2.548,165740.63,141979.24,65239.795,1788.9,2607.201,24.201,27.93,33.416,12.15,7.98,6056.31,19.141,643.66,2.0340000000000003,251.19,0.794,25679.335,81160.729,1.595,40.7,81.29899999999998,76.0,85.0,71.0,,69.3,47.8,,90.5,95.5,75.0,86.4,70.0,70.0,0.918,0.0,0.0
328,USA,United States,Portland ME,35274,2010.0,43.6615,-70.2553,6.0,,55.0,66666.0,13.0,1145519.0,307336.0,,1142797.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5253.606,-0.731,-38.661,5591.526999999999,337.921,6.432,16.160999999999998,17.2,14.717,399528.685,25.286,,,,40.324,1337.536,54.844,1491.792,2301.967,27.144,0.124,4.114,0.16899999999999998,4.589,7.081,0.083,9.28,18.908,20.968000000000004,13.576,2.7310000000000003,171691.79,151087.72199999998,71193.95599999999,2018.742,2766.31,23.102,27.167,31.977,12.444,7.181,,,,,,,,,,41.2,82.05799999999998,75.1,81.3,78.1,75.1,65.3,55.9,53.3,84.4,91.0,80.1,87.1,80.0,70.0,0.924,0.0,0.0
329,USA,United States,Portland OR,14874,2014.0,45.52,-122.68199999999999,77.0,163692000000.0,376.0,682091.6666666666,12.5,4887765.0,2292336.6666666665,109907.0,7352764.6,7701120.0,1.0,1.0,0.6,0.4,0.4,0.4,0.4,5380.00625,-1.1925000000000001,-65.10575,5696.147999999999,316.14175,5.885250000000001,16.7165,17.698,15.223749999999999,391589.2385,25.653750000000002,0.3216666666666667,0.34,0.21,39.777249999999995,1487.79025,57.460499999999996,1488.54,2277.1205,29.317999999999998,0.1235,4.6255,0.17875000000000002,4.6240000000000006,7.07375,0.09100000000000001,10.186,19.055,21.73675,15.40075,2.7195,169623.745,147648.8835,68946.11375,1935.68775,2706.37075,23.515,27.447000000000003,32.514,12.3725,7.4597500000000005,5965.899999999999,18.596,642.85,2.0036666666666663,250.76999999999998,0.7816666666666667,25813.961666666666,80457.626,1.531,41.25,81.9066,75.8,80.12,74.9,76.85,67.6,53.52,53.2,86.18,93.5,77.14000000000001,86.9,75.0,72.0,0.9217500000000001,0.0,0.006732200415672596
330,USA,United States,Providence,49327,2015.0,41.824,-71.4128,17.0,30300000000.0,48.0,178562.0,10.0,2184112.5,384000.0,21168.0,1694862.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5339.244,1.2645,66.307,5679.456,340.21200000000005,6.373,16.372999999999998,17.416,14.806000000000001,402241.12549999997,25.169,,,,40.324,1309.7939999999999,63.3185,1572.415,2326.027,27.366,0.1235,4.0165,0.194,4.8214999999999995,7.133,0.0835,9.024999999999999,19.044,21.520500000000002,15.145999999999999,2.6965000000000003,172332.81650000002,152262.766,72020.475,2054.6385,2786.4714999999997,22.9635,27.081000000000003,31.816000000000003,12.499500000000001,7.0954999999999995,,,,,,,,,,41.3,82.15699999999998,75.4,80.3,75.0,76.0,65.19999999999999,56.2,54.05,83.55000000000001,91.2,79.35,86.9,82.5,75.0,0.9245000000000001,0.0,0.005612307560862284
331,USA,United States,Reno,54128,2014.0,39.5296,-119.81400000000001,1373.0,16021500000.0,288.0,239748.33333333334,10.4,1371400.495,1180239.0,,3299378.5666666664,2751878.9,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5323.585333333333,0.10299999999999991,4.149666666666661,5656.256333333334,332.6713333333334,6.249,16.37666666666667,17.399666666666665,14.879333333333335,399585.7766666667,25.28933333333333,0.308,0.326,0.206,40.029,1332.5826666666665,59.82900000000001,1551.2866666666666,2312.461333333333,27.396666666666665,0.123,4.1000000000000005,0.18399999999999997,4.771666666666666,7.113666666666667,0.084,9.214666666666666,19.060333333333336,21.595,14.840666666666666,2.696,171673.29566666667,151103.76266666668,71247.70466666667,2024.3916666666664,2766.3096666666665,23.10066666666667,27.171333333333337,31.99066666666667,12.471666666666666,7.183333333333333,5833.49,18.059,629.38,1.948,251.7,0.779,25733.26,79665.59,1.496,41.23333333333334,82.05866666666665,75.39999999999999,80.2,74.66666666666667,76.0,65.33333333333333,55.699999999999996,54.05,83.93333333333334,91.26666666666667,78.56666666666666,86.93333333333334,78.33333333333333,73.33333333333333,0.9236666666666666,0.0,-0.1282528574524365
